"Step","PPO_short_test_track - loss_actor","PPO_short_test_track - loss_actor__MIN","PPO_short_test_track - loss_actor__MAX"
"402","0.0288851025","0.0288851025","0.0288851025"
"403","0.0202162632","0.0202162632","0.0202162632"
"404","0.023078399","0.023078399","0.023078399"
"405","0.0224503772","0.0224503772","0.0224503772"
"406","0.0208201394","0.0208201394","0.0208201394"
"407","0.0166793889","0.0166793889","0.0166793889"
"408","0.0221257391","0.0221257391","0.0221257391"
"409","0.0204669809","0.0204669809","0.0204669809"
"410","0.0192572889","0.0192572889","0.0192572889"
"411","0.0190658559","0.0190658559","0.0190658559"
"412","0.0190606746","0.0190606746","0.0190606746"
"413","0.0241875127","0.0241875127","0.0241875127"
"414","0.0197110239","0.0197110239","0.0197110239"
"415","0.0184718474","0.0184718474","0.0184718474"
"416","0.0214428979","0.0214428979","0.0214428979"
"417","0.0244366223","0.0244366223","0.0244366223"
"418","0.0165255926","0.0165255926","0.0165255926"
"419","0.0164484769","0.0164484769","0.0164484769"
"420","0.0223073401","0.0223073401","0.0223073401"
"421","0.0208751015","0.0208751015","0.0208751015"
"422","0.0247348492","0.0247348492","0.0247348492"
"423","0.0221950701","0.0221950701","0.0221950701"
"424","0.0192701199","0.0192701199","0.0192701199"
"425","0.0214026967","0.0214026967","0.0214026967"
"426","0.0196282201","0.0196282201","0.0196282201"
"427","0.0250029739","0.0250029739","0.0250029739"
"428","0.017941497","0.017941497","0.017941497"
"429","0.0199433344","0.0199433344","0.0199433344"
"430","0.0202755675","0.0202755675","0.0202755675"
"431","0.0234778434","0.0234778434","0.0234778434"
"432","0.0179701626","0.0179701626","0.0179701626"
"433","0.0207886639","0.0207886639","0.0207886639"
"434","0.0189728776","0.0189728776","0.0189728776"
"435","0.0219232078","0.0219232078","0.0219232078"
"436","0.0241397258","0.0241397258","0.0241397258"
"437","0.0273792716","0.0273792716","0.0273792716"
"438","0.0222542818","0.0222542818","0.0222542818"
"439","0.0231763082","0.0231763082","0.0231763082"
"440","0.0182253058","0.0182253058","0.0182253058"
"441","0.018279151","0.018279151","0.018279151"
"442","0.0182573688","0.0182573688","0.0182573688"
"443","0.0151611629","0.0151611629","0.0151611629"
"444","0.014821653","0.014821653","0.014821653"
"445","0.0225599024","0.0225599024","0.0225599024"
"446","0.0198926003","0.0198926003","0.0198926003"
"447","0.0218646838","0.0218646838","0.0218646838"
"448","0.022043809","0.022043809","0.022043809"
"449","0.01839278","0.01839278","0.01839278"
"450","0.020482371","0.020482371","0.020482371"
"451","0.0230509928","0.0230509928","0.0230509928"
"452","0.0230026067","0.0230026067","0.0230026067"
"453","0.0255244962","0.0255244962","0.0255244962"
"454","0.0257158144","0.0257158144","0.0257158144"
"455","0.01858888","0.01858888","0.01858888"
"456","0.0185736086","0.0185736086","0.0185736086"
"457","0.0190974325","0.0190974325","0.0190974325"
"458","0.016715567","0.016715567","0.016715567"
"459","0.0212058887","0.0212058887","0.0212058887"
"460","0.023655514","0.023655514","0.023655514"
"461","0.0330559822","0.0330559822","0.0330559822"
"462","0.0204844324","0.0204844324","0.0204844324"
"463","0.0180974435","0.0180974435","0.0180974435"
"464","0.0221010574","0.0221010574","0.0221010574"
"465","0.0334291227","0.0334291227","0.0334291227"
"466","0.0183052312","0.0183052312","0.0183052312"
"467","0.0204854929","0.0204854929","0.0204854929"
"468","0.0207146162","0.0207146162","0.0207146162"
"469","0.0234374262","0.0234374262","0.0234374262"
"470","0.0204494344","0.0204494344","0.0204494344"
"471","0.0205412388","0.0205412388","0.0205412388"
"472","0.0214833107","0.0214833107","0.0214833107"
"473","0.0182454713","0.0182454713","0.0182454713"
"474","0.021672628","0.021672628","0.021672628"
"475","0.0193940532","0.0193940532","0.0193940532"
"476","0.021315038","0.021315038","0.021315038"
"477","0.0188070954","0.0188070954","0.0188070954"
"478","0.0209271625","0.0209271625","0.0209271625"
"479","0.0157594766","0.0157594766","0.0157594766"
"480","0.0209329291","0.0209329291","0.0209329291"
"481","0.0277177251","0.0277177251","0.0277177251"
"482","0.0192207046","0.0192207046","0.0192207046"
"483","0.0237824248","0.0237824248","0.0237824248"
"484","0.0233268043","0.0233268043","0.0233268043"
"485","0.0164536624","0.0164536624","0.0164536624"
"486","0.0162335493","0.0162335493","0.0162335493"
"487","0.0287897886","0.0287897886","0.0287897886"
"488","0.0241042707","0.0241042707","0.0241042707"
"489","0.0206022533","0.0206022533","0.0206022533"
"490","0.0224991349","0.0224991349","0.0224991349"
"491","0.0223364068","0.0223364068","0.0223364068"
"492","0.0298103444","0.0298103444","0.0298103444"
"493","0.0303625336","0.0303625336","0.0303625336"
"494","0.0203927076","0.0203927076","0.0203927076"
"495","0.0200267158","0.0200267158","0.0200267158"
"496","0.0187155454","0.0187155454","0.0187155454"
"497","0.0181629873","0.0181629873","0.0181629873"
"498","0.0205045665","0.0205045665","0.0205045665"
"499","0.0388677494","0.0388677494","0.0388677494"
"500","0.0208046887","0.0208046887","0.0208046887"
"501","0.0202254938","0.0202254938","0.0202254938"
"502","0.0223427548","0.0223427548","0.0223427548"
"503","0.0156210984","0.0156210984","0.0156210984"
"504","0.019986604","0.019986604","0.019986604"
"505","0.0173550526","0.0173550526","0.0173550526"
"506","0.0202909422","0.0202909422","0.0202909422"
"507","0.0258006189","0.0258006189","0.0258006189"
"508","0.0187374819","0.0187374819","0.0187374819"
"509","0.0163942638","0.0163942638","0.0163942638"
"510","0.0256112643","0.0256112643","0.0256112643"
"511","0.0164267138","0.0164267138","0.0164267138"
"512","0.0176865577","0.0176865577","0.0176865577"
"513","0.0198551147","0.0198551147","0.0198551147"
"514","0.0184635303","0.0184635303","0.0184635303"
"515","0.0183983963","0.0183983963","0.0183983963"
"516","0.0193707989","0.0193707989","0.0193707989"
"517","0.0195600077","0.0195600077","0.0195600077"
"518","0.0187618267","0.0187618267","0.0187618267"
"519","0.0230669131","0.0230669131","0.0230669131"
"520","0.020179733","0.020179733","0.020179733"
"521","0.0181350947","0.0181350947","0.0181350947"
"522","0.0163053547","0.0163053547","0.0163053547"
"523","0.0174737653","0.0174737653","0.0174737653"
"524","0.0210900604","0.0210900604","0.0210900604"
"525","0.0158048613","0.0158048613","0.0158048613"
"526","0.0184177014","0.0184177014","0.0184177014"
"527","0.0215447444","0.0215447444","0.0215447444"
"528","0.0163995434","0.0163995434","0.0163995434"
"529","0.019221508","0.019221508","0.019221508"
"530","0.0163543199","0.0163543199","0.0163543199"
"531","0.0219228992","0.0219228992","0.0219228992"
"532","0.0154489987","0.0154489987","0.0154489987"
"533","0.0277936233","0.0277936233","0.0277936233"
"534","0.0216523701","0.0216523701","0.0216523701"
"535","0.0123127297","0.0123127297","0.0123127297"
"536","0.0188825101","0.0188825101","0.0188825101"
"537","0.0225411997","0.0225411997","0.0225411997"
"538","0.0258025038","0.0258025038","0.0258025038"
"539","0.0204790481","0.0204790481","0.0204790481"
"540","0.0179591955","0.0179591955","0.0179591955"
"541","0.0175618941","0.0175618941","0.0175618941"
"542","0.0194948823","0.0194948823","0.0194948823"
"543","0.0210430383","0.0210430383","0.0210430383"
"544","0.0145789115","0.0145789115","0.0145789115"
"545","0.0202503751","0.0202503751","0.0202503751"
"546","0.0192769087","0.0192769087","0.0192769087"
"547","0.0162907161","0.0162907161","0.0162907161"
"548","0.0210349246","0.0210349246","0.0210349246"
"549","0.0246627255","0.0246627255","0.0246627255"
"550","0.0182781944","0.0182781944","0.0182781944"
"551","0.0270600828","0.0270600828","0.0270600828"
"552","0.0204378576","0.0204378576","0.0204378576"
"553","0.0225415593","0.0225415593","0.0225415593"
"554","0.0197868681","0.0197868681","0.0197868681"
"555","0.0232097179","0.0232097179","0.0232097179"
"556","0.0235944096","0.0235944096","0.0235944096"
"557","0.0280625508","0.0280625508","0.0280625508"
"558","0.0275536117","0.0275536117","0.0275536117"
"559","0.0210212851","0.0210212851","0.0210212851"
"560","0.0168188304","0.0168188304","0.0168188304"
"561","0.0176699669","0.0176699669","0.0176699669"
