"Step","PPO_short_test_track - loss_actor","PPO_short_test_track - loss_actor__MIN","PPO_short_test_track - loss_actor__MAX"
"562","0.0161753973","0.0161753973","0.0161753973"
"563","0.0159772871","0.0159772871","0.0159772871"
"564","0.0212026638","0.0212026638","0.0212026638"
"565","0.0225072237","0.0225072237","0.0225072237"
"566","0.0186732773","0.0186732773","0.0186732773"
"567","0.0215568681","0.0215568681","0.0215568681"
"568","0.0273561277","0.0273561277","0.0273561277"
"569","0.0199838024","0.0199838024","0.0199838024"
"570","0.0184682767","0.0184682767","0.0184682767"
"571","0.0229148316","0.0229148316","0.0229148316"
"572","0.0164124386","0.0164124386","0.0164124386"
"573","0.0173066369","0.0173066369","0.0173066369"
"574","0.0151819855","0.0151819855","0.0151819855"
"575","0.0215706111","0.0215706111","0.0215706111"
"576","0.0222763868","0.0222763868","0.0222763868"
"577","0.0183514618","0.0183514618","0.0183514618"
"578","0.0210799007","0.0210799007","0.0210799007"
"579","0.0210241388","0.0210241388","0.0210241388"
"580","0.0222082816","0.0222082816","0.0222082816"
"581","0.0237325284","0.0237325284","0.0237325284"
"582","0.0215459841","0.0215459841","0.0215459841"
"583","0.0231456991","0.0231456991","0.0231456991"
"584","0.0156617729","0.0156617729","0.0156617729"
"585","0.0187944428","0.0187944428","0.0187944428"
"586","0.0211888304","0.0211888304","0.0211888304"
"587","0.0144640054","0.0144640054","0.0144640054"
"588","0.0170573311","0.0170573311","0.0170573311"
"589","0.0193604658","0.0193604658","0.0193604658"
"590","0.020298477","0.020298477","0.020298477"
"591","0.0199720558","0.0199720558","0.0199720558"
"592","0.0227630922","0.0227630922","0.0227630922"
"593","0.0189511503","0.0189511503","0.0189511503"
"594","0.0177241864","0.0177241864","0.0177241864"
"595","0.0210992631","0.0210992631","0.0210992631"
"596","0.0222984724","0.0222984724","0.0222984724"
"597","0.0205657509","0.0205657509","0.0205657509"
"598","0.0248625792","0.0248625792","0.0248625792"
"599","0.0188092235","0.0188092235","0.0188092235"
"600","0.0226090897","0.0226090897","0.0226090897"
"601","0.01972934","0.01972934","0.01972934"
"602","0.0201648505","0.0201648505","0.0201648505"
"603","0.0206741187","0.0206741187","0.0206741187"
"604","0.024172299","0.024172299","0.024172299"
"605","0.021226181","0.021226181","0.021226181"
"606","0.0179104973","0.0179104973","0.0179104973"
"607","0.0210281386","0.0210281386","0.0210281386"
"608","0.0223851242","0.0223851242","0.0223851242"
"609","0.0313561711","0.0313561711","0.0313561711"
"610","0.0203517523","0.0203517523","0.0203517523"
"611","0.019930281","0.019930281","0.019930281"
"612","0.0261799172","0.0261799172","0.0261799172"
"613","0.0192761185","0.0192761185","0.0192761185"
"614","0.0314590492","0.0314590492","0.0314590492"
"615","0.0157278016","0.0157278016","0.0157278016"
"616","0.0285756393","0.0285756393","0.0285756393"
"617","0.0187754824","0.0187754824","0.0187754824"
"618","0.0177733228","0.0177733228","0.0177733228"
"619","0.0206759707","0.0206759707","0.0206759707"
"620","0.0191750775","0.0191750775","0.0191750775"
"621","0.0198321735","0.0198321735","0.0198321735"
"622","0.0223755771","0.0223755771","0.0223755771"
"623","0.0219351104","0.0219351104","0.0219351104"
"624","0.0370027531","0.0370027531","0.0370027531"
"625","0.0198886476","0.0198886476","0.0198886476"
"626","0.021252909","0.021252909","0.021252909"
"627","0.0156493778","0.0156493778","0.0156493778"
"628","0.0215860051","0.0215860051","0.0215860051"
"629","0.0274566213","0.0274566213","0.0274566213"
"630","0.0183418438","0.0183418438","0.0183418438"
"631","0.0169712155","0.0169712155","0.0169712155"
"632","0.0223689948","0.0223689948","0.0223689948"
"633","0.0172380148","0.0172380148","0.0172380148"
"634","0.0231301573","0.0231301573","0.0231301573"
"635","0.0199651259","0.0199651259","0.0199651259"
"636","0.0210462407","0.0210462407","0.0210462407"
"637","0.0212708828","0.0212708828","0.0212708828"
"638","0.0367350481","0.0367350481","0.0367350481"
"639","0.0196770051","0.0196770051","0.0196770051"
"640","0.0189482118","0.0189482118","0.0189482118"
"641","0.0192933568","0.0192933568","0.0192933568"
"642","0.0216038854","0.0216038854","0.0216038854"
"643","0.0221432357","0.0221432357","0.0221432357"
"644","0.01770881","0.01770881","0.01770881"
"645","0.0192256747","0.0192256747","0.0192256747"
"646","0.0187675549","0.0187675549","0.0187675549"
"647","0.0284816572","0.0284816572","0.0284816572"
"648","0.017496442","0.017496442","0.017496442"
"649","0.0225224517","0.0225224517","0.0225224517"
"650","0.0177349724","0.0177349724","0.0177349724"
"651","0.022605639","0.022605639","0.022605639"
"652","0.0166416699","0.0166416699","0.0166416699"
"653","0.0264535063","0.0264535063","0.0264535063"
"654","0.0225052408","0.0225052408","0.0225052408"
"655","0.0190302041","0.0190302041","0.0190302041"
"656","0.0195820729","0.0195820729","0.0195820729"
"657","0.0210148543","0.0210148543","0.0210148543"
"658","0.0231227108","0.0231227108","0.0231227108"
"659","0.0236532314","0.0236532314","0.0236532314"
"660","0.0199772167","0.0199772167","0.0199772167"
"661","0.0179956675","0.0179956675","0.0179956675"
"662","0.0431445876","0.0431445876","0.0431445876"
"663","0.0199717303","0.0199717303","0.0199717303"
"664","0.0196371662","0.0196371662","0.0196371662"
"665","0.0184872739","0.0184872739","0.0184872739"
"666","0.0223857647","0.0223857647","0.0223857647"
"667","0.022642765","0.022642765","0.022642765"
"668","0.0159561788","0.0159561788","0.0159561788"
"669","0.0203527454","0.0203527454","0.0203527454"
"670","0.0175757756","0.0175757756","0.0175757756"
"671","0.0158332353","0.0158332353","0.0158332353"
"672","0.0209561068","0.0209561068","0.0209561068"
"673","0.0251282906","0.0251282906","0.0251282906"
"674","0.0195124867","0.0195124867","0.0195124867"
"675","0.0201623597","0.0201623597","0.0201623597"
"676","0.0194736943","0.0194736943","0.0194736943"
"677","0.0226266423","0.0226266423","0.0226266423"
"678","0.0219703897","0.0219703897","0.0219703897"
"679","0.0197829553","0.0197829553","0.0197829553"
"680","0.0314603306","0.0314603306","0.0314603306"
"681","0.0209989044","0.0209989044","0.0209989044"
"682","0.014788926","0.014788926","0.014788926"
"683","0.0204758441","0.0204758441","0.0204758441"
"684","0.0236059709","0.0236059709","0.0236059709"
"685","0.0216895004","0.0216895004","0.0216895004"
"686","0.0270158159","0.0270158159","0.0270158159"
"687","0.0222399375","0.0222399375","0.0222399375"
"688","0.0164051617","0.0164051617","0.0164051617"
"689","0.0184674211","0.0184674211","0.0184674211"
"690","0.0154611214","0.0154611214","0.0154611214"
"691","0.0254280437","0.0254280437","0.0254280437"
"692","0.017553443","0.017553443","0.017553443"
"693","0.016137749","0.016137749","0.016137749"
"694","0.0147230054","0.0147230054","0.0147230054"
"695","0.021334049","0.021334049","0.021334049"
"696","0.0285844434","0.0285844434","0.0285844434"
"697","0.0197518479","0.0197518479","0.0197518479"
"698","0.0168234082","0.0168234082","0.0168234082"
"699","0.0205299135","0.0205299135","0.0205299135"
"700","0.0187913063","0.0187913063","0.0187913063"
"701","0.0232771267","0.0232771267","0.0232771267"
"702","0.01985977","0.01985977","0.01985977"
"703","0.0179530942","0.0179530942","0.0179530942"
"704","0.0179704165","0.0179704165","0.0179704165"
"705","0.0209001306","0.0209001306","0.0209001306"
"706","0.0187266876","0.0187266876","0.0187266876"
"707","0.0256618892","0.0256618892","0.0256618892"
"708","0.0146100138","0.0146100138","0.0146100138"
"709","0.0214979109","0.0214979109","0.0214979109"
"710","0.0157988328","0.0157988328","0.0157988328"
"711","0.0236194057","0.0236194057","0.0236194057"
"712","0.0153857142","0.0153857142","0.0153857142"
"713","0.0167489154","0.0167489154","0.0167489154"
"714","0.0177192091","0.0177192091","0.0177192091"
"715","0.0346386877","0.0346386877","0.0346386877"
"716","0.0298853706","0.0298853706","0.0298853706"
"717","0.0199586991","0.0199586991","0.0199586991"
"718","0.0152935996","0.0152935996","0.0152935996"
"719","0.0219366591","0.0219366591","0.0219366591"
"720","0.0179955657","0.0179955657","0.0179955657"
"721","0.0243283641","0.0243283641","0.0243283641"
"722","0.0222048557","0.0222048557","0.0222048557"
"723","0.0160620119","0.0160620119","0.0160620119"
"724","0.0165817622","0.0165817622","0.0165817622"
"725","0.0231792792","0.0231792792","0.0231792792"
"726","0.0209706239","0.0209706239","0.0209706239"
"727","0.0179718438","0.0179718438","0.0179718438"
"728","0.0282604416","0.0282604416","0.0282604416"
"729","0.0276455085","0.0276455085","0.0276455085"
"730","0.0194964575","0.0194964575","0.0194964575"
"731","0.0198127408","0.0198127408","0.0198127408"
"732","0.0227990207","0.0227990207","0.0227990207"
"733","0.0398636648","0.0398636648","0.0398636648"
"734","0.0165186299","0.0165186299","0.0165186299"
"735","0.0150699847","0.0150699847","0.0150699847"
"736","0.0190056854","0.0190056854","0.0190056854"
"737","0.019892182","0.019892182","0.019892182"
"738","0.0154740234","0.0154740234","0.0154740234"
"739","0.0167500848","0.0167500848","0.0167500848"
"740","0.0240660694","0.0240660694","0.0240660694"
"741","0.0265730675","0.0265730675","0.0265730675"
"742","0.021438696","0.021438696","0.021438696"
"743","0.0251329008","0.0251329008","0.0251329008"
"744","0.0148022813","0.0148022813","0.0148022813"
"745","0.0341291158","0.0341291158","0.0341291158"
"746","0.0187091814","0.0187091814","0.0187091814"
"747","0.0175520645","0.0175520645","0.0175520645"
"748","0.0148410498","0.0148410498","0.0148410498"
"749","0.0161068733","0.0161068733","0.0161068733"
"750","0.0187902012","0.0187902012","0.0187902012"
"751","0.020875369","0.020875369","0.020875369"
"752","0.0206542979","0.0206542979","0.0206542979"
"753","0.0194032283","0.0194032283","0.0194032283"
"754","0.0230694848","0.0230694848","0.0230694848"
"755","0.023454021","0.023454021","0.023454021"
"756","0.0140939134","0.0140939134","0.0140939134"
"757","0.014607415","0.014607415","0.014607415"
"758","0.0203992703","0.0203992703","0.0203992703"
"759","0.0292052765","0.0292052765","0.0292052765"
"760","0.020656766","0.020656766","0.020656766"
"761","0.0227334197","0.0227334197","0.0227334197"
"762","0.0225685077","0.0225685077","0.0225685077"
"763","0.0202197681","0.0202197681","0.0202197681"
"764","0.0196555689","0.0196555689","0.0196555689"
"765","0.0147493171","0.0147493171","0.0147493171"
"766","0.0181446082","0.0181446082","0.0181446082"
"767","0.016903126","0.016903126","0.016903126"
"768","0.018090445","0.018090445","0.018090445"
"769","0.0233450002","0.0233450002","0.0233450002"
"770","0.017033364","0.017033364","0.017033364"
"771","0.0193175876","0.0193175876","0.0193175876"
"772","0.0245912767","0.0245912767","0.0245912767"
"773","0.0503209857","0.0503209857","0.0503209857"
"774","0.0174528149","0.0174528149","0.0174528149"
"775","0.0221870396","0.0221870396","0.0221870396"
"776","0.0161532318","0.0161532318","0.0161532318"
"777","0.0175664979","0.0175664979","0.0175664979"
"778","0.0301646463","0.0301646463","0.0301646463"
"779","0.0197387052","0.0197387052","0.0197387052"
"780","0.018202495","0.018202495","0.018202495"
"781","0.0195310862","0.0195310862","0.0195310862"
"782","0.0219291756","0.0219291756","0.0219291756"
"783","0.026020407","0.026020407","0.026020407"
"784","0.0205525383","0.0205525383","0.0205525383"
"785","0.0166582304","0.0166582304","0.0166582304"
"786","0.0213643975","0.0213643975","0.0213643975"
"787","0.0215157027","0.0215157027","0.0215157027"
"788","0.0173540334","0.0173540334","0.0173540334"
"789","0.0290934761","0.0290934761","0.0290934761"
"790","0.0243825792","0.0243825792","0.0243825792"
"791","0.017691355","0.017691355","0.017691355"
"792","0.0156869709","0.0156869709","0.0156869709"
"793","0.0168416856","0.0168416856","0.0168416856"
"794","0.0220448143","0.0220448143","0.0220448143"
"795","0.0171486728","0.0171486728","0.0171486728"
"796","0.0213559209","0.0213559209","0.0213559209"
"797","0.0188533082","0.0188533082","0.0188533082"
"798","0.0288279762","0.0288279762","0.0288279762"
"799","0.0249320432","0.0249320432","0.0249320432"
"800","0.0238422586","0.0238422586","0.0238422586"
"801","0.0176780978","0.0176780978","0.0176780978"
"802","0.0173645198","0.0173645198","0.0173645198"
"803","0.0251445185","0.0251445185","0.0251445185"
"804","0.0201632922","0.0201632922","0.0201632922"
"805","0.0172897615","0.0172897615","0.0172897615"
"806","0.0177414478","0.0177414478","0.0177414478"
"807","0.0191271696","0.0191271696","0.0191271696"
"808","0.0222697797","0.0222697797","0.0222697797"
"809","0.0180815082","0.0180815082","0.0180815082"
"810","0.020701909","0.020701909","0.020701909"
"811","0.0213830426","0.0213830426","0.0213830426"
"812","0.0175976432","0.0175976432","0.0175976432"
"813","0.0184996513","0.0184996513","0.0184996513"
"814","0.0184907738","0.0184907738","0.0184907738"
"815","0.0178061414","0.0178061414","0.0178061414"
"816","0.0216237095","0.0216237095","0.0216237095"
"817","0.0154169627","0.0154169627","0.0154169627"
"818","0.0208676095","0.0208676095","0.0208676095"
"819","0.0174119944","0.0174119944","0.0174119944"
"820","0.0247891605","0.0247891605","0.0247891605"
"821","0.0232121406","0.0232121406","0.0232121406"
"822","0.0215804997","0.0215804997","0.0215804997"
"823","0.0225984797","0.0225984797","0.0225984797"
"824","0.0178822596","0.0178822596","0.0178822596"
"825","0.0205255352","0.0205255352","0.0205255352"
"826","0.0172660746","0.0172660746","0.0172660746"
"827","0.0188385916","0.0188385916","0.0188385916"
"828","0.0217936623","0.0217936623","0.0217936623"
"829","0.0203170042","0.0203170042","0.0203170042"
"830","0.015593243","0.015593243","0.015593243"
"831","0.0199394878","0.0199394878","0.0199394878"
"832","0.0201890916","0.0201890916","0.0201890916"
"833","0.0191561347","0.0191561347","0.0191561347"
"834","0.0232384241","0.0232384241","0.0232384241"
"835","0.0213577885","0.0213577885","0.0213577885"
"836","0.0165320969","0.0165320969","0.0165320969"
"837","0.0163382196","0.0163382196","0.0163382196"
"838","0.0207891045","0.0207891045","0.0207891045"
"839","0.0202377627","0.0202377627","0.0202377627"
"840","0.0237877149","0.0237877149","0.0237877149"
"841","0.0182304703","0.0182304703","0.0182304703"
"842","0.022693843","0.022693843","0.022693843"
"843","0.0145017331","0.0145017331","0.0145017331"
"844","0.0190350472","0.0190350472","0.0190350472"
"845","0.0215796502","0.0215796502","0.0215796502"
"846","0.0191495592","0.0191495592","0.0191495592"
"847","0.0195910037","0.0195910037","0.0195910037"
"848","0.0228580312","0.0228580312","0.0228580312"
"849","0.020132584","0.020132584","0.020132584"
"850","0.0173033112","0.0173033112","0.0173033112"
"851","0.0206696196","0.0206696196","0.0206696196"
"852","0.0196466251","0.0196466251","0.0196466251"
"853","0.0186415266","0.0186415266","0.0186415266"
"854","0.0154615748","0.0154615748","0.0154615748"
"855","0.0241327508","0.0241327508","0.0241327508"
"856","0.0199063351","0.0199063351","0.0199063351"
"857","0.0246421818","0.0246421818","0.0246421818"
"858","0.0201223604","0.0201223604","0.0201223604"
"859","0.0216043492","0.0216043492","0.0216043492"
"860","0.0231734362","0.0231734362","0.0231734362"
"861","0.0212037949","0.0212037949","0.0212037949"
"862","0.0153927867","0.0153927867","0.0153927867"
"863","0.0215911887","0.0215911887","0.0215911887"
"864","0.0331084347","0.0331084347","0.0331084347"
"865","0.0287782183","0.0287782183","0.0287782183"
"866","0.0549386443","0.0549386443","0.0549386443"
"867","0.0174036442","0.0174036442","0.0174036442"
"868","0.0153947099","0.0153947099","0.0153947099"
"869","0.0175334038","0.0175334038","0.0175334038"
"870","0.0204782275","0.0204782275","0.0204782275"
"871","0.0247007146","0.0247007146","0.0247007146"
"872","0.0193736167","0.0193736167","0.0193736167"
"873","0.0267772164","0.0267772164","0.0267772164"
"874","0.0182965598","0.0182965598","0.0182965598"
"875","0.0273832408","0.0273832408","0.0273832408"
"876","0.0173567015","0.0173567015","0.0173567015"
"877","0.0235564244","0.0235564244","0.0235564244"
"878","0.0153887379","0.0153887379","0.0153887379"
"879","0.0180541702","0.0180541702","0.0180541702"
"880","0.0235229877","0.0235229877","0.0235229877"
"881","0.0211960206","0.0211960206","0.0211960206"
"882","0.0249171384","0.0249171384","0.0249171384"
"883","0.0188950588","0.0188950588","0.0188950588"
"884","0.0176569662","0.0176569662","0.0176569662"
"885","0.0163969703","0.0163969703","0.0163969703"
"886","0.0186697559","0.0186697559","0.0186697559"
"887","0.0168448502","0.0168448502","0.0168448502"
"888","0.0236489115","0.0236489115","0.0236489115"
"889","0.024114711","0.024114711","0.024114711"
"890","0.0134107238","0.0134107238","0.0134107238"
"891","0.0216461025","0.0216461025","0.0216461025"
"892","0.020782187","0.020782187","0.020782187"
"893","0.0258640717","0.0258640717","0.0258640717"
"894","0.0162311157","0.0162311157","0.0162311157"
"895","0.0216023563","0.0216023563","0.0216023563"
"896","0.018915573","0.018915573","0.018915573"
"897","0.0200650974","0.0200650974","0.0200650974"
"898","0.023579966","0.023579966","0.023579966"
"899","0.0262841354","0.0262841354","0.0262841354"
"900","0.0189378595","0.0189378595","0.0189378595"
"901","0.0216037304","0.0216037304","0.0216037304"
"902","0.0194443104","0.0194443104","0.0194443104"
"903","0.0220735615","0.0220735615","0.0220735615"
"904","0.0168713797","0.0168713797","0.0168713797"
"905","0.0219399931","0.0219399931","0.0219399931"
"906","0.0217998642","0.0217998642","0.0217998642"
"907","0.0222407906","0.0222407906","0.0222407906"
"908","0.0212808117","0.0212808117","0.0212808117"
"909","0.0208036042","0.0208036042","0.0208036042"
"910","0.0192833105","0.0192833105","0.0192833105"
"911","0.0341389729","0.0341389729","0.0341389729"
"912","0.0239295082","0.0239295082","0.0239295082"
"913","0.0133934598","0.0133934598","0.0133934598"
"914","0.0282251138","0.0282251138","0.0282251138"
"915","0.0175574572","0.0175574572","0.0175574572"
"916","0.0200059634","0.0200059634","0.0200059634"
"917","0.0190122177","0.0190122177","0.0190122177"
"918","0.0180266326","0.0180266326","0.0180266326"
"919","0.0174773908","0.0174773908","0.0174773908"
"920","0.0273261941","0.0273261941","0.0273261941"
"921","0.0145289835","0.0145289835","0.0145289835"
"922","0.0200524878","0.0200524878","0.0200524878"
"923","0.0226498492","0.0226498492","0.0226498492"
"924","0.0219928516","0.0219928516","0.0219928516"
"925","0.0190510553","0.0190510553","0.0190510553"
"926","0.023342553","0.023342553","0.023342553"
"927","0.023741525","0.023741525","0.023741525"
"928","0.0249576206","0.0249576206","0.0249576206"
"929","0.0152966335","0.0152966335","0.0152966335"
"930","0.0225238289","0.0225238289","0.0225238289"
"931","0.0198993846","0.0198993846","0.0198993846"
"932","0.0165786416","0.0165786416","0.0165786416"
"933","0.0189931958","0.0189931958","0.0189931958"
"934","0.0212131347","0.0212131347","0.0212131347"
"935","0.0228300589","0.0228300589","0.0228300589"
"936","0.0278122916","0.0278122916","0.0278122916"
"937","0.0241684768","0.0241684768","0.0241684768"
"938","0.0235647702","0.0235647702","0.0235647702"
"939","0.0187953698","0.0187953698","0.0187953698"
"940","0.0152111584","0.0152111584","0.0152111584"
"941","0.0176859022","0.0176859022","0.0176859022"
"942","0.0202040777","0.0202040777","0.0202040777"
"943","0.0318362006","0.0318362006","0.0318362006"
"944","0.0189006837","0.0189006837","0.0189006837"
"945","0.0195719125","0.0195719125","0.0195719125"
"946","0.0186089201","0.0186089201","0.0186089201"
"947","0.0162658082","0.0162658082","0.0162658082"
"948","0.0166417284","0.0166417284","0.0166417284"
"949","0.026989411","0.026989411","0.026989411"
"950","0.023519905","0.023519905","0.023519905"
"951","0.0177538491","0.0177538491","0.0177538491"
"952","0.0233625344","0.0233625344","0.0233625344"
"953","0.0193984197","0.0193984197","0.0193984197"
"954","0.0227323002","0.0227323002","0.0227323002"
"955","0.0233341135","0.0233341135","0.0233341135"
"956","0.0141301834","0.0141301834","0.0141301834"
"957","0.0264222267","0.0264222267","0.0264222267"
"958","0.0246519607","0.0246519607","0.0246519607"
"959","0.0185746051","0.0185746051","0.0185746051"
"960","0.0211868323","0.0211868323","0.0211868323"
"961","0.0304175431","0.0304175431","0.0304175431"
"962","0.0199022331","0.0199022331","0.0199022331"
"963","0.021129327","0.021129327","0.021129327"
"964","0.0228984731","0.0228984731","0.0228984731"
"965","0.0167344631","0.0167344631","0.0167344631"
"966","0.0174683149","0.0174683149","0.0174683149"
"967","0.0242510059","0.0242510059","0.0242510059"
"968","0.0246022634","0.0246022634","0.0246022634"
"969","0.0222359983","0.0222359983","0.0222359983"
"970","0.0167970654","0.0167970654","0.0167970654"
"971","0.021802684","0.021802684","0.021802684"
"972","0.0288961661","0.0288961661","0.0288961661"
"973","0.01638467","0.01638467","0.01638467"
"974","0.0272089671","0.0272089671","0.0272089671"
"975","0.0246808143","0.0246808143","0.0246808143"
"976","0.0169772128","0.0169772128","0.0169772128"
"977","0.0269123127","0.0269123127","0.0269123127"
"978","0.0205141187","0.0205141187","0.0205141187"
"979","0.0185302132","0.0185302132","0.0185302132"
"980","0.0168175357","0.0168175357","0.0168175357"
"981","0.0199768571","0.0199768571","0.0199768571"
"982","0.0255980397","0.0255980397","0.0255980397"
"983","0.0188674473","0.0188674473","0.0188674473"
"984","0.0203666373","0.0203666373","0.0203666373"
"985","0.0214148375","0.0214148375","0.0214148375"
"986","0.0253511473","0.0253511473","0.0253511473"
"987","0.0209991387","0.0209991387","0.0209991387"
"988","0.0276299981","0.0276299981","0.0276299981"
"989","0.0167865244","0.0167865244","0.0167865244"
"990","0.0241767376","0.0241767376","0.0241767376"
"991","0.024767271","0.024767271","0.024767271"
"992","0.0214751075","0.0214751075","0.0214751075"
"993","0.0204434292","0.0204434292","0.0204434292"
"994","0.0190284593","0.0190284593","0.0190284593"
"995","0.0234461774","0.0234461774","0.0234461774"
"996","0.0301144983","0.0301144983","0.0301144983"
"997","0.0161369303","0.0161369303","0.0161369303"
"998","0.0185968401","0.0185968401","0.0185968401"
"999","0.0329559271","0.0329559271","0.0329559271"
