"Step","SAC_single_critic_short_test_track_pixel - loss_critic","SAC_single_critic_short_test_track_pixel - loss_critic__MIN","SAC_single_critic_short_test_track_pixel - loss_critic__MAX"
"552","0.284127464","0.284127464","0.284127464"
"553","0.3052556494","0.3052556494","0.3052556494"
"554","0.2983480428","0.2983480428","0.2983480428"
"555","0.2824601658","0.2824601658","0.2824601658"
"556","0.2966724988","0.2966724988","0.2966724988"
"557","0.2943474787","0.2943474787","0.2943474787"
"558","0.286951017","0.286951017","0.286951017"
"559","0.269772321","0.269772321","0.269772321"
"560","0.2763165854","0.2763165854","0.2763165854"
"561","0.3179994712","0.3179994712","0.3179994712"
"562","0.3160167107","0.3160167107","0.3160167107"
"563","0.2963006004","0.2963006004","0.2963006004"
"564","0.28223638","0.28223638","0.28223638"
"565","0.2984844067","0.2984844067","0.2984844067"
"566","0.3057521984","0.3057521984","0.3057521984"
"567","0.2903073641","0.2903073641","0.2903073641"
"568","0.2740746655","0.2740746655","0.2740746655"
"569","0.2980421955","0.2980421955","0.2980421955"
"570","0.2860372963","0.2860372963","0.2860372963"
"571","0.2821841742","0.2821841742","0.2821841742"
"572","0.3135398284","0.3135398284","0.3135398284"
"573","0.2681135606","0.2681135606","0.2681135606"
"574","0.3011127942","0.3011127942","0.3011127942"
"575","0.3128318648","0.3128318648","0.3128318648"
"576","0.2567816652","0.2567816652","0.2567816652"
"577","0.3039114529","0.3039114529","0.3039114529"
"578","0.3154514568","0.3154514568","0.3154514568"
"579","0.2821442874","0.2821442874","0.2821442874"
"580","0.2771814727","0.2771814727","0.2771814727"
"581","0.2914172555","0.2914172555","0.2914172555"
"582","0.282593883","0.282593883","0.282593883"
"583","0.2676716474","0.2676716474","0.2676716474"
"584","0.2621806966","0.2621806966","0.2621806966"
"585","0.2773860556","0.2773860556","0.2773860556"
"586","0.2725362492","0.2725362492","0.2725362492"
"587","0.3320092823","0.3320092823","0.3320092823"
"588","0.2654842738","0.2654842738","0.2654842738"
"589","0.2772954933","0.2772954933","0.2772954933"
"590","0.27177173","0.27177173","0.27177173"
"591","0.2474794022","0.2474794022","0.2474794022"
"592","0.2515048994","0.2515048994","0.2515048994"
"593","0.2646003862","0.2646003862","0.2646003862"
"594","0.243988471","0.243988471","0.243988471"
"595","0.2646027636","0.2646027636","0.2646027636"
"596","0.2646595261","0.2646595261","0.2646595261"
"597","0.287711013","0.287711013","0.287711013"
"598","0.2562973325","0.2562973325","0.2562973325"
"599","0.2732805379","0.2732805379","0.2732805379"
"600","0.2909592065","0.2909592065","0.2909592065"
"601","0.2852579083","0.2852579083","0.2852579083"
"602","0.2564937039","0.2564937039","0.2564937039"
"603","0.2636822533","0.2636822533","0.2636822533"
"604","0.2494505048","0.2494505048","0.2494505048"
"605","0.25611122","0.25611122","0.25611122"
"606","0.2547072411","0.2547072411","0.2547072411"
"607","0.2778096746","0.2778096746","0.2778096746"
"608","0.2594203664","0.2594203664","0.2594203664"
"609","0.2631213523","0.2631213523","0.2631213523"
"610","0.2615446384","0.2615446384","0.2615446384"
"611","0.251807469","0.251807469","0.251807469"
"612","0.2501222485","0.2501222485","0.2501222485"
"613","0.2616757995","0.2616757995","0.2616757995"
"614","0.2685006607","0.2685006607","0.2685006607"
"615","0.2807273889","0.2807273889","0.2807273889"
"616","0.2436499988","0.2436499988","0.2436499988"
"617","0.2461717685","0.2461717685","0.2461717685"
"618","0.257323144","0.257323144","0.257323144"
"619","0.2785535585","0.2785535585","0.2785535585"
"620","0.2957069786","0.2957069786","0.2957069786"
"621","0.2783158683","0.2783158683","0.2783158683"
"622","0.277360004","0.277360004","0.277360004"
"623","0.3504593471","0.3504593471","0.3504593471"
"624","0.3026918675","0.3026918675","0.3026918675"
"625","0.2568834154","0.2568834154","0.2568834154"
"626","0.2468997212","0.2468997212","0.2468997212"
"627","0.2792385115","0.2792385115","0.2792385115"
"628","0.2938508425","0.2938508425","0.2938508425"
"629","0.2642025432","0.2642025432","0.2642025432"
"630","0.2860825392","0.2860825392","0.2860825392"
"631","0.2872781446","0.2872781446","0.2872781446"
"632","0.2580225608","0.2580225608","0.2580225608"
"633","0.2803266429","0.2803266429","0.2803266429"
"634","0.2740104232","0.2740104232","0.2740104232"
"635","0.2512625439","0.2512625439","0.2512625439"
"636","0.2693977964","0.2693977964","0.2693977964"
"637","0.2613158406","0.2613158406","0.2613158406"
"638","0.2835925495","0.2835925495","0.2835925495"
"639","0.2614685855","0.2614685855","0.2614685855"
"640","0.2752532256","0.2752532256","0.2752532256"
"641","0.3094452063","0.3094452063","0.3094452063"
"642","0.2825045253","0.2825045253","0.2825045253"
"643","0.2490469685","0.2490469685","0.2490469685"
"644","0.2736403448","0.2736403448","0.2736403448"
"645","0.2522957155","0.2522957155","0.2522957155"
"646","0.2632315252","0.2632315252","0.2632315252"
"647","0.2737153175","0.2737153175","0.2737153175"
"648","0.2632976907","0.2632976907","0.2632976907"
"649","0.2470477683","0.2470477683","0.2470477683"
"650","0.250183931","0.250183931","0.250183931"
"651","0.2581693237","0.2581693237","0.2581693237"
"652","0.2541162055","0.2541162055","0.2541162055"
"653","0.2865653506","0.2865653506","0.2865653506"
"654","0.2531264763","0.2531264763","0.2531264763"
"655","0.2957954736","0.2957954736","0.2957954736"
"656","0.2648853005","0.2648853005","0.2648853005"
"657","0.2560926163","0.2560926163","0.2560926163"
"658","0.2527803447","0.2527803447","0.2527803447"
"659","0.2391929469","0.2391929469","0.2391929469"
"660","0.2737989269","0.2737989269","0.2737989269"
"661","0.2530774037","0.2530774037","0.2530774037"
"662","0.2377570181","0.2377570181","0.2377570181"
"663","0.2742085891","0.2742085891","0.2742085891"
"664","0.265455954","0.265455954","0.265455954"
"665","0.2895754322","0.2895754322","0.2895754322"
"666","0.3061339369","0.3061339369","0.3061339369"
"667","0.2570482416","0.2570482416","0.2570482416"
"668","0.2721294956","0.2721294956","0.2721294956"
"669","0.2696784514","0.2696784514","0.2696784514"
"670","0.278221797","0.278221797","0.278221797"
"671","0.2834242487","0.2834242487","0.2834242487"
"672","0.2939546525","0.2939546525","0.2939546525"
"673","0.2797559015","0.2797559015","0.2797559015"
"674","0.2720196174","0.2720196174","0.2720196174"
"675","0.2785905966","0.2785905966","0.2785905966"
"676","0.2987246946","0.2987246946","0.2987246946"
"677","0.3060086191","0.3060086191","0.3060086191"
"678","0.2748910011","0.2748910011","0.2748910011"
"679","0.34109597","0.34109597","0.34109597"
"680","0.2886197021","0.2886197021","0.2886197021"
"681","0.3110632914","0.3110632914","0.3110632914"
"682","0.2837774167","0.2837774167","0.2837774167"
"683","0.2838154355","0.2838154355","0.2838154355"
"684","0.3016068593","0.3016068593","0.3016068593"
"685","0.2826166497","0.2826166497","0.2826166497"
"686","0.3017895973","0.3017895973","0.3017895973"
"687","0.2760924698","0.2760924698","0.2760924698"
"688","0.2900492897","0.2900492897","0.2900492897"
"689","0.3244404966","0.3244404966","0.3244404966"
"690","0.344796376","0.344796376","0.344796376"
"691","0.2931846161","0.2931846161","0.2931846161"
"692","0.297537277","0.297537277","0.297537277"
"693","0.3240720767","0.3240720767","0.3240720767"
"694","0.3000876626","0.3000876626","0.3000876626"
"695","0.3067998261","0.3067998261","0.3067998261"
"696","0.2911384031","0.2911384031","0.2911384031"
"697","0.299072516","0.299072516","0.299072516"
"698","0.3201641819","0.3201641819","0.3201641819"
"699","0.2934247078","0.2934247078","0.2934247078"
"700","0.2943585162","0.2943585162","0.2943585162"
"701","0.3044810406","0.3044810406","0.3044810406"
"702","0.3078283639","0.3078283639","0.3078283639"
"703","0.2845465868","0.2845465868","0.2845465868"
"704","0.289221788","0.289221788","0.289221788"
"705","0.2970641525","0.2970641525","0.2970641525"
"706","0.305200174","0.305200174","0.305200174"
"707","0.2974726179","0.2974726179","0.2974726179"
"708","0.2925559014","0.2925559014","0.2925559014"
"709","0.3167225615","0.3167225615","0.3167225615"
"710","0.3327159553","0.3327159553","0.3327159553"
"711","0.3085057715","0.3085057715","0.3085057715"
"712","0.2945197289","0.2945197289","0.2945197289"
"713","0.2812358905","0.2812358905","0.2812358905"
"714","0.2911495932","0.2911495932","0.2911495932"
"715","0.3266306874","0.3266306874","0.3266306874"
"716","0.2991102771","0.2991102771","0.2991102771"
"717","0.3035981403","0.3035981403","0.3035981403"
"718","0.3391445935","0.3391445935","0.3391445935"
"719","0.2825858476","0.2825858476","0.2825858476"
"720","0.2861761042","0.2861761042","0.2861761042"
"721","0.3081649257","0.3081649257","0.3081649257"
"722","0.3092103563","0.3092103563","0.3092103563"
"723","0.3234034728","0.3234034728","0.3234034728"
"724","0.3114838313","0.3114838313","0.3114838313"
"725","0.3240922499","0.3240922499","0.3240922499"
"726","0.2979127582","0.2979127582","0.2979127582"
"727","0.3049393541","0.3049393541","0.3049393541"
"728","0.3320648269","0.3320648269","0.3320648269"
"729","0.3059101555","0.3059101555","0.3059101555"
"730","0.3418485928","0.3418485928","0.3418485928"
"731","0.2954325503","0.2954325503","0.2954325503"
"732","0.3240063367","0.3240063367","0.3240063367"
"733","0.3142749479","0.3142749479","0.3142749479"
"734","0.3206385552","0.3206385552","0.3206385552"
"735","0.2949940675","0.2949940675","0.2949940675"
"736","0.3687990656","0.3687990656","0.3687990656"
"737","0.3248211857","0.3248211857","0.3248211857"
"738","0.2893910589","0.2893910589","0.2893910589"
"739","0.3312606531","0.3312606531","0.3312606531"
"740","0.3145251536","0.3145251536","0.3145251536"
"741","0.3026886816","0.3026886816","0.3026886816"
"742","0.320292117","0.320292117","0.320292117"
"743","0.3691563877","0.3691563877","0.3691563877"
"744","0.3225476243","0.3225476243","0.3225476243"
"745","0.3486989714","0.3486989714","0.3486989714"
"746","0.3437437192","0.3437437192","0.3437437192"
"747","0.3262830605","0.3262830605","0.3262830605"
"748","0.3317848511","0.3317848511","0.3317848511"
"749","0.3229228444","0.3229228444","0.3229228444"
"750","0.3191674492","0.3191674492","0.3191674492"
"751","0.3478786465","0.3478786465","0.3478786465"
"752","0.3453881051","0.3453881051","0.3453881051"
"753","0.3783614186","0.3783614186","0.3783614186"
"754","0.3726706862","0.3726706862","0.3726706862"
"755","0.3433086549","0.3433086549","0.3433086549"
"756","0.3634815376","0.3634815376","0.3634815376"
"757","0.3527008541","0.3527008541","0.3527008541"
"758","0.3642053739","0.3642053739","0.3642053739"
"759","0.3403955659","0.3403955659","0.3403955659"
"760","0.3421206567","0.3421206567","0.3421206567"
"761","0.3194258913","0.3194258913","0.3194258913"
"762","0.3312831212","0.3312831212","0.3312831212"
"763","0.3313571757","0.3313571757","0.3313571757"
"764","0.3376783744","0.3376783744","0.3376783744"
"765","0.3418378096","0.3418378096","0.3418378096"
"766","0.3658547989","0.3658547989","0.3658547989"
"767","0.3731809808","0.3731809808","0.3731809808"
"768","0.3539050411","0.3539050411","0.3539050411"
"769","0.3471128002","0.3471128002","0.3471128002"
"770","0.3404225808","0.3404225808","0.3404225808"
"771","0.3476159944","0.3476159944","0.3476159944"
"772","0.3374398968","0.3374398968","0.3374398968"
"773","0.3557316995","0.3557316995","0.3557316995"
"774","0.3710502459","0.3710502459","0.3710502459"
"775","0.3661109566","0.3661109566","0.3661109566"
"776","0.3682063784","0.3682063784","0.3682063784"
"777","0.3400482622","0.3400482622","0.3400482622"
"778","0.3445347133","0.3445347133","0.3445347133"
"779","0.4341966633","0.4341966633","0.4341966633"
"780","0.4561753454","0.4561753454","0.4561753454"
"781","0.370446215","0.370446215","0.370446215"
"782","0.3571949224","0.3571949224","0.3571949224"
"783","0.3814407656","0.3814407656","0.3814407656"
"784","0.3995195981","0.3995195981","0.3995195981"
"785","0.4000100394","0.4000100394","0.4000100394"
"786","0.5247290815","0.5247290815","0.5247290815"
"787","0.391602587","0.391602587","0.391602587"
"788","0.3889124771","0.3889124771","0.3889124771"
"789","0.5735274145","0.5735274145","0.5735274145"
"790","0.3918334991","0.3918334991","0.3918334991"
"791","0.404620911","0.404620911","0.404620911"
"792","0.3741564775","0.3741564775","0.3741564775"
"793","0.3628290467","0.3628290467","0.3628290467"
"794","0.398508518","0.398508518","0.398508518"
"795","0.4162448912","0.4162448912","0.4162448912"
"796","0.4105370675","0.4105370675","0.4105370675"
"797","0.4082992672","0.4082992672","0.4082992672"
"798","0.381424669","0.381424669","0.381424669"
"799","0.3787921284","0.3787921284","0.3787921284"
"800","0.3799256751","0.3799256751","0.3799256751"
"801","0.4037560064","0.4037560064","0.4037560064"
"802","0.3880159342","0.3880159342","0.3880159342"
"803","0.423454906","0.423454906","0.423454906"
"804","0.4371171767","0.4371171767","0.4371171767"
"805","0.4285409887","0.4285409887","0.4285409887"
"806","0.3881147713","0.3881147713","0.3881147713"
"807","0.4044041761","0.4044041761","0.4044041761"
"808","0.4211977535","0.4211977535","0.4211977535"
"809","0.400126236","0.400126236","0.400126236"
"810","0.4145104202","0.4145104202","0.4145104202"
"811","0.415908828","0.415908828","0.415908828"
"812","0.3725578991","0.3725578991","0.3725578991"
"813","0.3839092279","0.3839092279","0.3839092279"
"814","0.365972581","0.365972581","0.365972581"
"815","0.384818735","0.384818735","0.384818735"
"816","0.3667397151","0.3667397151","0.3667397151"
"817","0.3953830918","0.3953830918","0.3953830918"
"818","0.3891635674","0.3891635674","0.3891635674"
"819","0.3841636921","0.3841636921","0.3841636921"
"820","0.371003956","0.371003956","0.371003956"
"821","0.3783390618","0.3783390618","0.3783390618"
"822","0.3917961702","0.3917961702","0.3917961702"
"823","0.4392427967","0.4392427967","0.4392427967"
"824","0.3840857338","0.3840857338","0.3840857338"
"825","0.4448910291","0.4448910291","0.4448910291"
"826","0.4247642449","0.4247642449","0.4247642449"
"827","0.3951769726","0.3951769726","0.3951769726"
"828","0.3843829454","0.3843829454","0.3843829454"
"829","0.3855845245","0.3855845245","0.3855845245"
"830","0.3950861227","0.3950861227","0.3950861227"
"831","0.3757111525","0.3757111525","0.3757111525"
"832","0.3971898679","0.3971898679","0.3971898679"
"833","0.3653288287","0.3653288287","0.3653288287"
"834","0.421239401","0.421239401","0.421239401"
"835","0.4588677847","0.4588677847","0.4588677847"
"836","0.400440753","0.400440753","0.400440753"
"837","0.3880267067","0.3880267067","0.3880267067"
"838","0.4221840961","0.4221840961","0.4221840961"
"839","0.408118544","0.408118544","0.408118544"
"840","0.42094643","0.42094643","0.42094643"
"841","0.4149761346","0.4149761346","0.4149761346"
"842","0.4167654909","0.4167654909","0.4167654909"
"843","0.426484299","0.426484299","0.426484299"
"844","0.419429388","0.419429388","0.419429388"
"845","0.3979740441","0.3979740441","0.3979740441"
"846","0.4442682029","0.4442682029","0.4442682029"
"847","0.4470912163","0.4470912163","0.4470912163"
"848","0.4343630489","0.4343630489","0.4343630489"
"849","0.4258797677","0.4258797677","0.4258797677"
"850","0.4091444203","0.4091444203","0.4091444203"
"851","0.460227196","0.460227196","0.460227196"
"852","0.4035346452","0.4035346452","0.4035346452"
"853","0.4030726542","0.4030726542","0.4030726542"
"854","0.423318327","0.423318327","0.423318327"
"855","0.424963292","0.424963292","0.424963292"
"856","0.4195368543","0.4195368543","0.4195368543"
"857","0.3984632877","0.3984632877","0.3984632877"
"858","0.4709344985","0.4709344985","0.4709344985"
"859","0.3886372778","0.3886372778","0.3886372778"
"860","0.4339323566","0.4339323566","0.4339323566"
"861","0.3807841057","0.3807841057","0.3807841057"
"862","0.425719972","0.425719972","0.425719972"
"863","0.3881811427","0.3881811427","0.3881811427"
"864","0.4244649968","0.4244649968","0.4244649968"
"865","0.4403454703","0.4403454703","0.4403454703"
"866","0.422652326","0.422652326","0.422652326"
"867","0.4347586653","0.4347586653","0.4347586653"
"868","0.4066259621","0.4066259621","0.4066259621"
"869","0.4328747499","0.4328747499","0.4328747499"
"870","0.5349839799","0.5349839799","0.5349839799"
"871","0.4165584992","0.4165584992","0.4165584992"
"872","0.4041654036","0.4041654036","0.4041654036"
"873","0.4249513537","0.4249513537","0.4249513537"
"874","0.4000426468","0.4000426468","0.4000426468"
"875","0.4312970912","0.4312970912","0.4312970912"
"876","0.4328655558","0.4328655558","0.4328655558"
"877","0.4407315385","0.4407315385","0.4407315385"
"878","0.425160027","0.425160027","0.425160027"
"879","0.4115299485","0.4115299485","0.4115299485"
"880","0.4489551346","0.4489551346","0.4489551346"
"881","0.477732883","0.477732883","0.477732883"
"882","0.4683761172","0.4683761172","0.4683761172"
"883","0.4633203484","0.4633203484","0.4633203484"
"884","0.4623549145","0.4623549145","0.4623549145"
"885","0.4077255278","0.4077255278","0.4077255278"
"886","0.4068590921","0.4068590921","0.4068590921"
"887","0.4276104844","0.4276104844","0.4276104844"
"888","0.4553150874","0.4553150874","0.4553150874"
"889","0.4013723885","0.4013723885","0.4013723885"
"890","0.4331042098","0.4331042098","0.4331042098"
"891","0.4386863603","0.4386863603","0.4386863603"
"892","0.4343676466","0.4343676466","0.4343676466"
"893","0.4606757164","0.4606757164","0.4606757164"
"894","0.4297519396","0.4297519396","0.4297519396"
"895","0.4549832403","0.4549832403","0.4549832403"
"896","0.4336430011","0.4336430011","0.4336430011"
"897","0.4410504702","0.4410504702","0.4410504702"
"898","0.4472284977","0.4472284977","0.4472284977"
"899","0.4157412425","0.4157412425","0.4157412425"
"900","0.4345065331","0.4345065331","0.4345065331"
"901","0.4629249879","0.4629249879","0.4629249879"
"902","0.4364444059","0.4364444059","0.4364444059"
"903","0.515509084","0.515509084","0.515509084"
"904","0.4198842025","0.4198842025","0.4198842025"
"905","0.4648104465","0.4648104465","0.4648104465"
"906","0.4926759627","0.4926759627","0.4926759627"
"907","0.4263204352","0.4263204352","0.4263204352"
"908","0.4381068067","0.4381068067","0.4381068067"
"909","0.4496520085","0.4496520085","0.4496520085"
"910","0.4512421597","0.4512421597","0.4512421597"
"911","0.4450003715","0.4450003715","0.4450003715"
"912","0.4912112012","0.4912112012","0.4912112012"
"913","0.4410909201","0.4410909201","0.4410909201"
"914","0.4622626071","0.4622626071","0.4622626071"
"915","0.4494634914","0.4494634914","0.4494634914"
"916","0.4424941973","0.4424941973","0.4424941973"
"917","0.438996352","0.438996352","0.438996352"
"918","0.4670435993","0.4670435993","0.4670435993"
"919","0.4595399111","0.4595399111","0.4595399111"
"920","0.4521614234","0.4521614234","0.4521614234"
"921","0.4582357572","0.4582357572","0.4582357572"
"922","0.4649278749","0.4649278749","0.4649278749"
"923","0.5146710365","0.5146710365","0.5146710365"
"924","0.4401637663","0.4401637663","0.4401637663"
"925","0.4330699044","0.4330699044","0.4330699044"
"926","0.4397050403","0.4397050403","0.4397050403"
"927","0.4444986819","0.4444986819","0.4444986819"
"928","0.479280185","0.479280185","0.479280185"
"929","0.4484091057","0.4484091057","0.4484091057"
"930","0.4332640857","0.4332640857","0.4332640857"
"931","0.4249554798","0.4249554798","0.4249554798"
"932","0.4623618358","0.4623618358","0.4623618358"
"933","0.4227976364","0.4227976364","0.4227976364"
"934","0.4307067055","0.4307067055","0.4307067055"
"935","0.4466790876","0.4466790876","0.4466790876"
"936","0.4432836746","0.4432836746","0.4432836746"
"937","0.458365564","0.458365564","0.458365564"
"938","0.4421484806","0.4421484806","0.4421484806"
"939","0.4492008802","0.4492008802","0.4492008802"
"940","0.484007327","0.484007327","0.484007327"
"941","0.4847907122","0.4847907122","0.4847907122"
"942","0.4791571164","0.4791571164","0.4791571164"
"943","0.4522367844","0.4522367844","0.4522367844"
"944","0.4578457727","0.4578457727","0.4578457727"
"945","0.4660264376","0.4660264376","0.4660264376"
"946","0.4606254102","0.4606254102","0.4606254102"
"947","0.4874221605","0.4874221605","0.4874221605"
"948","0.4856145342","0.4856145342","0.4856145342"
"949","0.483886453","0.483886453","0.483886453"
"950","0.4574492867","0.4574492867","0.4574492867"
"951","0.456480678","0.456480678","0.456480678"
"952","0.473215673","0.473215673","0.473215673"
"953","0.4437220586","0.4437220586","0.4437220586"
"954","0.4498801216","0.4498801216","0.4498801216"
"955","0.4495015399","0.4495015399","0.4495015399"
"956","0.4707107256","0.4707107256","0.4707107256"
"957","0.4454709794","0.4454709794","0.4454709794"
"958","0.4585762614","0.4585762614","0.4585762614"
"959","0.4472186355","0.4472186355","0.4472186355"
"960","0.4336754082","0.4336754082","0.4336754082"
"961","0.4377184729","0.4377184729","0.4377184729"
"962","0.4428514144","0.4428514144","0.4428514144"
"963","0.4912645026","0.4912645026","0.4912645026"
"964","0.4271619418","0.4271619418","0.4271619418"
"965","0.4631975262","0.4631975262","0.4631975262"
"966","0.4724852419","0.4724852419","0.4724852419"
"967","0.4425234944","0.4425234944","0.4425234944"
"968","0.4516853477","0.4516853477","0.4516853477"
"969","0.4582164203","0.4582164203","0.4582164203"
"970","0.4374276104","0.4374276104","0.4374276104"
"971","0.4245967789","0.4245967789","0.4245967789"
"972","0.4318404631","0.4318404631","0.4318404631"
"973","0.461794601","0.461794601","0.461794601"
"974","0.458031854","0.458031854","0.458031854"
"975","0.4408293311","0.4408293311","0.4408293311"
"976","0.4372758248","0.4372758248","0.4372758248"
"977","0.4398134515","0.4398134515","0.4398134515"
"978","0.4538697909","0.4538697909","0.4538697909"
"979","0.4490068832","0.4490068832","0.4490068832"
"980","0.4610328822","0.4610328822","0.4610328822"
"981","0.465180832","0.465180832","0.465180832"
"982","0.4739784324","0.4739784324","0.4739784324"
"983","0.4785764304","0.4785764304","0.4785764304"
"984","0.4491744728","0.4491744728","0.4491744728"
"985","0.4480865","0.4480865","0.4480865"
"986","0.4677264263","0.4677264263","0.4677264263"
"987","0.4790180382","0.4790180382","0.4790180382"
"988","0.4514584094","0.4514584094","0.4514584094"
"989","0.4635934038","0.4635934038","0.4635934038"
"990","0.4587975325","0.4587975325","0.4587975325"
"991","0.4644834891","0.4644834891","0.4644834891"
"992","0.4877163965","0.4877163965","0.4877163965"
"993","0.4486469625","0.4486469625","0.4486469625"
"994","0.4613650203","0.4613650203","0.4613650203"
"995","0.4800115868","0.4800115868","0.4800115868"
"996","0.4402033861","0.4402033861","0.4402033861"
"997","0.4818036579","0.4818036579","0.4818036579"
"998","0.4429555178","0.4429555178","0.4429555178"
"999","0.4546219926","0.4546219926","0.4546219926"
