"Step","DDPG_short_test_track_pixel - loss_critic","DDPG_short_test_track_pixel - loss_critic__MIN","DDPG_short_test_track_pixel - loss_critic__MAX"
"556","80.6543769884","80.6543769884","80.6543769884"
"557","82.8848547363","82.8848547363","82.8848547363"
"558","92.4621284533","92.4621284533","92.4621284533"
"559","100.2811885214","100.2811885214","100.2811885214"
"560","104.8598298264","104.8598298264","104.8598298264"
"561","79.955718646","79.955718646","79.955718646"
"562","74.1338263965","74.1338263965","74.1338263965"
"563","87.8902451229","87.8902451229","87.8902451229"
"564","111.8537671518","111.8537671518","111.8537671518"
"565","110.6297344065","110.6297344065","110.6297344065"
"566","114.3552679729","114.3552679729","114.3552679729"
"567","117.2148470592","117.2148470592","117.2148470592"
"568","105.7323559284","105.7323559284","105.7323559284"
"569","94.1858915091","94.1858915091","94.1858915091"
"570","125.9404962969","125.9404962969","125.9404962969"
"571","129.9790498352","129.9790498352","129.9790498352"
"572","202.3057348919","202.3057348919","202.3057348919"
"573","121.470753088","121.470753088","121.470753088"
"574","153.9329238605","153.9329238605","153.9329238605"
"575","111.8730731583","111.8730731583","111.8730731583"
"576","116.1624961281","116.1624961281","116.1624961281"
"577","116.9316087246","116.9316087246","116.9316087246"
"578","123.9746405411","123.9746405411","123.9746405411"
"579","135.9536180115","135.9536180115","135.9536180115"
"580","109.9520403171","109.9520403171","109.9520403171"
"581","134.5412726021","134.5412726021","134.5412726021"
"582","105.7814261723","105.7814261723","105.7814261723"
"583","125.9804131079","125.9804131079","125.9804131079"
"584","167.7721882343","167.7721882343","167.7721882343"
"585","98.4199802017","98.4199802017","98.4199802017"
"586","125.9339182281","125.9339182281","125.9339182281"
"587","114.668810463","114.668810463","114.668810463"
"588","166.3678084183","166.3678084183","166.3678084183"
"589","189.3657009983","189.3657009983","189.3657009983"
"590","174.220046711","174.220046711","174.220046711"
"591","163.7339315557","163.7339315557","163.7339315557"
"592","115.1717394543","115.1717394543","115.1717394543"
"593","170.5403447676","170.5403447676","170.5403447676"
"594","140.6901332092","140.6901332092","140.6901332092"
"595","137.0145688677","137.0145688677","137.0145688677"
"596","162.7421424484","162.7421424484","162.7421424484"
"597","175.5478279686","175.5478279686","175.5478279686"
"598","227.9862626076","227.9862626076","227.9862626076"
"599","152.2519662857","152.2519662857","152.2519662857"
"600","178.8339983082","178.8339983082","178.8339983082"
"601","217.4194235134","217.4194235134","217.4194235134"
"602","203.2163070202","203.2163070202","203.2163070202"
"603","196.42421772","196.42421772","196.42421772"
"604","283.3321270943","283.3321270943","283.3321270943"
"605","285.1755223083","285.1755223083","285.1755223083"
"606","200.3081892776","200.3081892776","200.3081892776"
"607","259.6592588806","259.6592588806","259.6592588806"
"608","245.9975858498","245.9975858498","245.9975858498"
"609","197.0858415031","197.0858415031","197.0858415031"
"610","210.0149700737","210.0149700737","210.0149700737"
"611","185.2096976948","185.2096976948","185.2096976948"
"612","234.9414971542","234.9414971542","234.9414971542"
"613","367.8125190544","367.8125190544","367.8125190544"
"614","378.0513489342","378.0513489342","378.0513489342"
"615","302.3723135853","302.3723135853","302.3723135853"
"616","240.25483078","240.25483078","240.25483078"
"617","297.7549839497","297.7549839497","297.7549839497"
"618","327.1049529839","327.1049529839","327.1049529839"
"619","264.8127834892","264.8127834892","264.8127834892"
"620","241.6081262016","241.6081262016","241.6081262016"
"621","256.3284801865","256.3284801865","256.3284801865"
"622","271.2265292072","271.2265292072","271.2265292072"
"623","285.8082996559","285.8082996559","285.8082996559"
"624","359.3716160965","359.3716160965","359.3716160965"
"625","363.4759279633","363.4759279633","363.4759279633"
"626","318.0734897614","318.0734897614","318.0734897614"
"627","318.0064092827","318.0064092827","318.0064092827"
"628","323.9900956726","323.9900956726","323.9900956726"
"629","368.0066260529","368.0066260529","368.0066260529"
"630","392.0349037552","392.0349037552","392.0349037552"
"631","406.2394851685","406.2394851685","406.2394851685"
"632","394.4229827881","394.4229827881","394.4229827881"
"633","537.2061827469","537.2061827469","537.2061827469"
"634","370.8762053871","370.8762053871","370.8762053871"
"635","433.9194796371","433.9194796371","433.9194796371"
"636","449.1543024445","449.1543024445","449.1543024445"
"637","560.1845108414","560.1845108414","560.1845108414"
"638","445.7257306862","445.7257306862","445.7257306862"
"639","474.9268613052","474.9268613052","474.9268613052"
"640","423.8504008865","423.8504008865","423.8504008865"
"641","589.3312298203","589.3312298203","589.3312298203"
"642","527.5699414444","527.5699414444","527.5699414444"
"643","776.3000517654","776.3000517654","776.3000517654"
"644","839.19959198","839.19959198","839.19959198"
"645","668.9908162308","668.9908162308","668.9908162308"
"646","555.3452273178","555.3452273178","555.3452273178"
"647","560.3967194366","560.3967194366","560.3967194366"
"648","435.4500374603","435.4500374603","435.4500374603"
"649","643.4307271576","643.4307271576","643.4307271576"
"650","510.9333677292","510.9333677292","510.9333677292"
"651","570.5115634537","570.5115634537","570.5115634537"
"652","550.1295715332","550.1295715332","550.1295715332"
"653","447.3850186348","447.3850186348","447.3850186348"
"654","728.2594185638","728.2594185638","728.2594185638"
"655","756.178224144","756.178224144","756.178224144"
"656","685.157818737","685.157818737","685.157818737"
"657","751.6213050079","751.6213050079","751.6213050079"
"658","771.6213198853","771.6213198853","771.6213198853"
"659","659.5148917198","659.5148917198","659.5148917198"
"660","748.5545944405","748.5545944405","748.5545944405"
"661","595.4332904053","595.4332904053","595.4332904053"
"662","794.6362898636","794.6362898636","794.6362898636"
"663","911.1526751709","911.1526751709","911.1526751709"
"664","1063.2364377594","1063.2364377594","1063.2364377594"
"665","744.7932866669","744.7932866669","744.7932866669"
"666","775.6178780365","775.6178780365","775.6178780365"
"667","593.7924281693","593.7924281693","593.7924281693"
"668","828.7885690689","828.7885690689","828.7885690689"
"669","948.5768069458","948.5768069458","948.5768069458"
"670","818.40530159","818.40530159","818.40530159"
"671","916.5276484299","916.5276484299","916.5276484299"
"672","1184.6332968521","1184.6332968521","1184.6332968521"
"673","916.0081780243","916.0081780243","916.0081780243"
"674","1246.1853840637","1246.1853840637","1246.1853840637"
"675","1042.7793656921","1042.7793656921","1042.7793656921"
"676","930.1334810066","930.1334810066","930.1334810066"
"677","1012.859695282","1012.859695282","1012.859695282"
"678","1179.441774826","1179.441774826","1179.441774826"
"679","923.9958530426","923.9958530426","923.9958530426"
"680","1108.4426972961","1108.4426972961","1108.4426972961"
"681","1205.9461841202","1205.9461841202","1205.9461841202"
"682","986.2570431137","986.2570431137","986.2570431137"
"683","1029.9590704346","1029.9590704346","1029.9590704346"
"684","1031.917984848","1031.917984848","1031.917984848"
"685","1218.2849394989","1218.2849394989","1218.2849394989"
"686","1300.5717786407","1300.5717786407","1300.5717786407"
"687","1022.028165741","1022.028165741","1022.028165741"
"688","1157.3528962708","1157.3528962708","1157.3528962708"
"689","2425.0338489914","2425.0338489914","2425.0338489914"
"690","1798.4348664093","1798.4348664093","1798.4348664093"
"691","1672.8625247192","1672.8625247192","1672.8625247192"
"692","1778.3294356537","1778.3294356537","1778.3294356537"
"693","1683.5319019318","1683.5319019318","1683.5319019318"
"694","1342.3232228088","1342.3232228088","1342.3232228088"
"695","2246.8603083801","2246.8603083801","2246.8603083801"
"696","1473.6995033264","1473.6995033264","1473.6995033264"
"697","2059.9258332062","2059.9258332062","2059.9258332062"
"698","1554.7048408508","1554.7048408508","1554.7048408508"
"699","1831.3237312317","1831.3237312317","1831.3237312317"
"700","1397.2382476807","1397.2382476807","1397.2382476807"
"701","1533.8701077271","1533.8701077271","1533.8701077271"
"702","1728.6027244568","1728.6027244568","1728.6027244568"
"703","1638.7900450134","1638.7900450134","1638.7900450134"
"704","1432.3107226181","1432.3107226181","1432.3107226181"
"705","1523.6879655457","1523.6879655457","1523.6879655457"
"706","1534.4443278122","1534.4443278122","1534.4443278122"
"707","1410.789648819","1410.789648819","1410.789648819"
"708","1701.9422857666","1701.9422857666","1701.9422857666"
"709","1577.1492688179","1577.1492688179","1577.1492688179"
"710","1639.5245455933","1639.5245455933","1639.5245455933"
"711","1289.7452578735","1289.7452578735","1289.7452578735"
"712","1508.970247345","1508.970247345","1508.970247345"
"713","1557.8739988708","1557.8739988708","1557.8739988708"
"714","1803.4293829155","1803.4293829155","1803.4293829155"
"715","2122.5214495087","2122.5214495087","2122.5214495087"
"716","2100.0189322662","2100.0189322662","2100.0189322662"
"717","2362.0600498962","2362.0600498962","2362.0600498962"
"718","1706.270716629","1706.270716629","1706.270716629"
"719","1872.7200390625","1872.7200390625","1872.7200390625"
"720","1845.2185086823","1845.2185086823","1845.2185086823"
"721","3206.3461663055","3206.3461663055","3206.3461663055"
"722","2272.5346873474","2272.5346873474","2272.5346873474"
"723","2274.2211067963","2274.2211067963","2274.2211067963"
"724","1439.3092580795","1439.3092580795","1439.3092580795"
"725","1644.2341985512","1644.2341985512","1644.2341985512"
"726","1724.2926191711","1724.2926191711","1724.2926191711"
"727","1898.4190559769","1898.4190559769","1898.4190559769"
"728","2257.2750210571","2257.2750210571","2257.2750210571"
"729","1793.5535687256","1793.5535687256","1793.5535687256"
"730","2195.0213838959","2195.0213838959","2195.0213838959"
"731","1810.2813438416","1810.2813438416","1810.2813438416"
"732","2479.6050511169","2479.6050511169","2479.6050511169"
"733","1970.9109403229","1970.9109403229","1970.9109403229"
"734","1745.2266468048","1745.2266468048","1745.2266468048"
"735","1781.9229487991","1781.9229487991","1781.9229487991"
"736","1945.0972784424","1945.0972784424","1945.0972784424"
"737","2546.7408621979","2546.7408621979","2546.7408621979"
"738","1938.0280253601","1938.0280253601","1938.0280253601"
"739","2243.3085668945","2243.3085668945","2243.3085668945"
"740","1963.6015351105","1963.6015351105","1963.6015351105"
"741","2022.7962461853","2022.7962461853","2022.7962461853"
"742","2166.0359844589","2166.0359844589","2166.0359844589"
"743","2120.9304270172","2120.9304270172","2120.9304270172"
"744","1749.4382453156","1749.4382453156","1749.4382453156"
"745","2376.9870612335","2376.9870612335","2376.9870612335"
"746","2221.7449092102","2221.7449092102","2221.7449092102"
"747","2257.2381867218","2257.2381867218","2257.2381867218"
"748","2327.0949163055","2327.0949163055","2327.0949163055"
"749","2308.5269646454","2308.5269646454","2308.5269646454"
"750","2671.2936343384","2671.2936343384","2671.2936343384"
"751","1858.0394615555","1858.0394615555","1858.0394615555"
"752","2369.0086559296","2369.0086559296","2369.0086559296"
"753","1886.9898855591","1886.9898855591","1886.9898855591"
"754","2468.7360877037","2468.7360877037","2468.7360877037"
"755","1793.1701141357","1793.1701141357","1793.1701141357"
"756","2782.6710394287","2782.6710394287","2782.6710394287"
"757","2538.421909523","2538.421909523","2538.421909523"
"758","3002.9094322205","3002.9094322205","3002.9094322205"
"759","2919.2462489319","2919.2462489319","2919.2462489319"
"760","2215.8686876297","2215.8686876297","2215.8686876297"
"761","3837.6931178284","3837.6931178284","3837.6931178284"
"762","3107.462928009","3107.462928009","3107.462928009"
"763","2632.4909931946","2632.4909931946","2632.4909931946"
"764","2472.6908217621","2472.6908217621","2472.6908217621"
"765","2639.8461490631","2639.8461490631","2639.8461490631"
"766","4790.1240663147","4790.1240663147","4790.1240663147"
"767","3072.2764833832","3072.2764833832","3072.2764833832"
"768","4088.9739104462","4088.9739104462","4088.9739104462"
"769","3869.2716056824","3869.2716056824","3869.2716056824"
"770","3802.8957218933","3802.8957218933","3802.8957218933"
"771","2635.1179569244","2635.1179569244","2635.1179569244"
"772","4563.730173645","4563.730173645","4563.730173645"
"773","3059.2665280151","3059.2665280151","3059.2665280151"
"774","3203.0439772034","3203.0439772034","3203.0439772034"
"775","2783.8509117889","2783.8509117889","2783.8509117889"
"776","3352.1917144012","3352.1917144012","3352.1917144012"
"777","3017.7790325165","3017.7790325165","3017.7790325165"
"778","3608.0788401031","3608.0788401031","3608.0788401031"
"779","3022.6317828369","3022.6317828369","3022.6317828369"
"780","2520.7369023895","2520.7369023895","2520.7369023895"
"781","3083.3454875374","3083.3454875374","3083.3454875374"
"782","3737.2826811981","3737.2826811981","3737.2826811981"
"783","4003.3183752441","4003.3183752441","4003.3183752441"
"784","3320.8981774139","3320.8981774139","3320.8981774139"
"785","3655.3280513763","3655.3280513763","3655.3280513763"
"786","3920.6328868103","3920.6328868103","3920.6328868103"
"787","3235.7785350037","3235.7785350037","3235.7785350037"
"788","3784.9658529663","3784.9658529663","3784.9658529663"
"789","4103.2439751434","4103.2439751434","4103.2439751434"
"790","3722.0248534393","3722.0248534393","3722.0248534393"
"791","3427.4273054504","3427.4273054504","3427.4273054504"
"792","3191.9505207062","3191.9505207062","3191.9505207062"
"793","4443.9429603577","4443.9429603577","4443.9429603577"
"794","6073.8872924805","6073.8872924805","6073.8872924805"
"795","5483.6193856812","5483.6193856812","5483.6193856812"
"796","4156.8781738281","4156.8781738281","4156.8781738281"
"797","4662.6853286743","4662.6853286743","4662.6853286743"
"798","4253.8904846954","4253.8904846954","4253.8904846954"
"799","4770.8043626404","4770.8043626404","4770.8043626404"
"800","6976.1951046753","6976.1951046753","6976.1951046753"
"801","6278.2310253906","6278.2310253906","6278.2310253906"
"802","5289.7216047668","5289.7216047668","5289.7216047668"
"803","5548.5191085052","5548.5191085052","5548.5191085052"
"804","5279.5100366211","5279.5100366211","5279.5100366211"
"805","5764.5921505737","5764.5921505737","5764.5921505737"
"806","8520.0587097168","8520.0587097168","8520.0587097168"
"807","5411.1625089264","5411.1625089264","5411.1625089264"
"808","5565.7628890228","5565.7628890228","5565.7628890228"
"809","5405.8602539825","5405.8602539825","5405.8602539825"
"810","7314.6170741272","7314.6170741272","7314.6170741272"
"811","5209.0113145447","5209.0113145447","5209.0113145447"
"812","5965.4300364304","5965.4300364304","5965.4300364304"
"813","4815.9930226135","4815.9930226135","4815.9930226135"
"814","5190.5359597778","5190.5359597778","5190.5359597778"
"815","5473.2619328308","5473.2619328308","5473.2619328308"
"816","5750.9329722595","5750.9329722595","5750.9329722595"
"817","6744.2434425354","6744.2434425354","6744.2434425354"
"818","5356.6683670044","5356.6683670044","5356.6683670044"
"819","5931.7011193848","5931.7011193848","5931.7011193848"
"820","5225.9973601532","5225.9973601532","5225.9973601532"
"821","5566.667213974","5566.667213974","5566.667213974"
"822","7442.5481918335","7442.5481918335","7442.5481918335"
"823","5645.1275775146","5645.1275775146","5645.1275775146"
"824","6179.9955862427","6179.9955862427","6179.9955862427"
"825","4816.8321785736","4816.8321785736","4816.8321785736"
"826","6132.4232862854","6132.4232862854","6132.4232862854"
"827","7490.5918463135","7490.5918463135","7490.5918463135"
"828","13258.2328504944","13258.2328504944","13258.2328504944"
"829","8959.2464212036","8959.2464212036","8959.2464212036"
"830","6547.0437263489","6547.0437263489","6547.0437263489"
"831","6509.6430877686","6509.6430877686","6509.6430877686"
"832","7116.3597151184","7116.3597151184","7116.3597151184"
"833","6872.9424320984","6872.9424320984","6872.9424320984"
"834","7876.0416165924","7876.0416165924","7876.0416165924"
"835","5956.6089965057","5956.6089965057","5956.6089965057"
"836","7569.6449533081","7569.6449533081","7569.6449533081"
"837","6334.1223150635","6334.1223150635","6334.1223150635"
"838","5815.5874751282","5815.5874751282","5815.5874751282"
"839","7317.6275991821","7317.6275991821","7317.6275991821"
"840","9468.2190586853","9468.2190586853","9468.2190586853"
"841","8151.3427069092","8151.3427069092","8151.3427069092"
"842","6395.368052063","6395.368052063","6395.368052063"
"843","6936.1920288086","6936.1920288086","6936.1920288086"
"844","6219.7875158691","6219.7875158691","6219.7875158691"
"845","7700.3934967804","7700.3934967804","7700.3934967804"
"846","8125.0427844238","8125.0427844238","8125.0427844238"
"847","7486.3954481506","7486.3954481506","7486.3954481506"
"848","7378.5707300568","7378.5707300568","7378.5707300568"
"849","7270.4400083923","7270.4400083923","7270.4400083923"
"850","7524.6637965393","7524.6637965393","7524.6637965393"
"851","6436.0293243408","6436.0293243408","6436.0293243408"
"852","9620.4653269958","9620.4653269958","9620.4653269958"
"853","9003.9250189209","9003.9250189209","9003.9250189209"
"854","12827.428979187","12827.428979187","12827.428979187"
"855","11911.7001156616","11911.7001156616","11911.7001156616"
"856","10146.6660632324","10146.6660632324","10146.6660632324"
"857","10341.238187561","10341.238187561","10341.238187561"
"858","11188.0343730164","11188.0343730164","11188.0343730164"
"859","10293.3633746338","10293.3633746338","10293.3633746338"
"860","9623.0509518433","9623.0509518433","9623.0509518433"
"861","8920.41697052","8920.41697052","8920.41697052"
"862","6776.5922285461","6776.5922285461","6776.5922285461"
"863","12431.8519247437","12431.8519247437","12431.8519247437"
"864","13076.2047180176","13076.2047180176","13076.2047180176"
"865","10992.333762207","10992.333762207","10992.333762207"
"866","8824.8201367188","8824.8201367188","8824.8201367188"
"867","12589.4937258911","12589.4937258911","12589.4937258911"
"868","14916.4470063782","14916.4470063782","14916.4470063782"
"869","11733.3450518799","11733.3450518799","11733.3450518799"
"870","12162.88259552","12162.88259552","12162.88259552"
"871","10926.5099612427","10926.5099612427","10926.5099612427"
"872","10934.5911383057","10934.5911383057","10934.5911383057"
"873","11408.8231402588","11408.8231402588","11408.8231402588"
"874","11819.5395298767","11819.5395298767","11819.5395298767"
"875","14193.6011682129","14193.6011682129","14193.6011682129"
"876","12733.3019607544","12733.3019607544","12733.3019607544"
"877","11727.8768377686","11727.8768377686","11727.8768377686"
"878","15657.1063592529","15657.1063592529","15657.1063592529"
"879","10905.4299227905","10905.4299227905","10905.4299227905"
"880","9999.6372322845","9999.6372322845","9999.6372322845"
"881","12259.9137197876","12259.9137197876","12259.9137197876"
"882","10283.6353835297","10283.6353835297","10283.6353835297"
"883","10664.4613887024","10664.4613887024","10664.4613887024"
"884","13713.6434155273","13713.6434155273","13713.6434155273"
"885","10537.8800662231","10537.8800662231","10537.8800662231"
"886","12257.8066650391","12257.8066650391","12257.8066650391"
"887","11757.9404956818","11757.9404956818","11757.9404956818"
"888","13731.7319050598","13731.7319050598","13731.7319050598"
"889","12892.3754211426","12892.3754211426","12892.3754211426"
"890","12714.6126342773","12714.6126342773","12714.6126342773"
"891","18555.0220690918","18555.0220690918","18555.0220690918"
"892","13945.6166622925","13945.6166622925","13945.6166622925"
"893","17986.0631204224","17986.0631204224","17986.0631204224"
"894","15334.4369967651","15334.4369967651","15334.4369967651"
"895","12904.4463778687","12904.4463778687","12904.4463778687"
"896","11784.941875","11784.941875","11784.941875"
"897","15024.9934568787","15024.9934568787","15024.9934568787"
"898","16301.2188204956","16301.2188204956","16301.2188204956"
"899","13854.3865783691","13854.3865783691","13854.3865783691"
"900","16335.2359265137","16335.2359265137","16335.2359265137"
"901","27201.343916626","27201.343916626","27201.343916626"
"902","17194.7116268921","17194.7116268921","17194.7116268921"
"903","10500.5278077698","10500.5278077698","10500.5278077698"
"904","14893.7920858765","14893.7920858765","14893.7920858765"
"905","14550.8129768372","14550.8129768372","14550.8129768372"
"906","16198.5573791504","16198.5573791504","16198.5573791504"
"907","11016.2888949585","11016.2888949585","11016.2888949585"
"908","11577.7442172241","11577.7442172241","11577.7442172241"
"909","14994.3339590454","14994.3339590454","14994.3339590454"
"910","14868.7145809937","14868.7145809937","14868.7145809937"
"911","12390.6368432617","12390.6368432617","12390.6368432617"
"912","8371.7995819092","8371.7995819092","8371.7995819092"
"913","27983.7901397705","27983.7901397705","27983.7901397705"
"914","22036.9154309082","22036.9154309082","22036.9154309082"
"915","10329.9816088867","10329.9816088867","10329.9816088867"
"916","11612.2244134521","11612.2244134521","11612.2244134521"
"917","10630.183324585","10630.183324585","10630.183324585"
"918","15026.8813156128","15026.8813156128","15026.8813156128"
"919","23416.3963800049","23416.3963800049","23416.3963800049"
"920","13575.5356362915","13575.5356362915","13575.5356362915"
"921","16118.8380825806","16118.8380825806","16118.8380825806"
"922","12695.2716729736","12695.2716729736","12695.2716729736"
"923","13623.6734739685","13623.6734739685","13623.6734739685"
"924","16857.1193487549","16857.1193487549","16857.1193487549"
"925","14978.9641882324","14978.9641882324","14978.9641882324"
"926","20676.9674725342","20676.9674725342","20676.9674725342"
"927","16422.3302409363","16422.3302409363","16422.3302409363"
"928","33784.011730957","33784.011730957","33784.011730957"
"929","14532.6140725708","14532.6140725708","14532.6140725708"
"930","16670.8662680054","16670.8662680054","16670.8662680054"
"931","12645.5439083862","12645.5439083862","12645.5439083862"
"932","11141.2555996704","11141.2555996704","11141.2555996704"
"933","13702.128824234","13702.128824234","13702.128824234"
"934","16829.2429978943","16829.2429978943","16829.2429978943"
"935","10933.6107815552","10933.6107815552","10933.6107815552"
"936","19228.1783322144","19228.1783322144","19228.1783322144"
"937","26305.9417169189","26305.9417169189","26305.9417169189"
"938","16093.7527380371","16093.7527380371","16093.7527380371"
"939","17948.3772615051","17948.3772615051","17948.3772615051"
"940","20802.9185675049","20802.9185675049","20802.9185675049"
"941","16891.7111772156","16891.7111772156","16891.7111772156"
"942","25582.940296936","25582.940296936","25582.940296936"
"943","16585.9857437134","16585.9857437134","16585.9857437134"
"944","16549.9111380768","16549.9111380768","16549.9111380768"
"945","15320.008605957","15320.008605957","15320.008605957"
"946","13695.9044682312","13695.9044682312","13695.9044682312"
"947","19193.3623052979","19193.3623052979","19193.3623052979"
"948","22404.473460083","22404.473460083","22404.473460083"
"949","16574.198157959","16574.198157959","16574.198157959"
"950","20408.1394018555","20408.1394018555","20408.1394018555"
"951","15071.6195011139","15071.6195011139","15071.6195011139"
"952","14649.0592321777","14649.0592321777","14649.0592321777"
"953","20068.1864710999","20068.1864710999","20068.1864710999"
"954","17183.0854849243","17183.0854849243","17183.0854849243"
"955","30525.4671063995","30525.4671063995","30525.4671063995"
"956","20959.1185647583","20959.1185647583","20959.1185647583"
"957","16267.6395951843","16267.6395951843","16267.6395951843"
"958","17624.7418283081","17624.7418283081","17624.7418283081"
"959","21951.3730770874","21951.3730770874","21951.3730770874"
"960","17567.6221772766","17567.6221772766","17567.6221772766"
"961","17706.6678216553","17706.6678216553","17706.6678216553"
"962","20827.2130178833","20827.2130178833","20827.2130178833"
"963","49766.1872964478","49766.1872964478","49766.1872964478"
"964","23635.3312103271","23635.3312103271","23635.3312103271"
"965","20184.195690918","20184.195690918","20184.195690918"
"966","19297.9979392242","19297.9979392242","19297.9979392242"
"967","29951.8513088989","29951.8513088989","29951.8513088989"
"968","20014.8750848389","20014.8750848389","20014.8750848389"
"969","44231.8466162109","44231.8466162109","44231.8466162109"
"970","25128.0412390137","25128.0412390137","25128.0412390137"
"971","17877.6637207031","17877.6637207031","17877.6637207031"
"972","17303.2662310791","17303.2662310791","17303.2662310791"
"973","19916.2447155762","19916.2447155762","19916.2447155762"
"974","16652.0447384644","16652.0447384644","16652.0447384644"
"975","17620.757255249","17620.757255249","17620.757255249"
"976","24530.2814984131","24530.2814984131","24530.2814984131"
"977","19261.3814715576","19261.3814715576","19261.3814715576"
"978","17403.0102050781","17403.0102050781","17403.0102050781"
"979","23825.3719949341","23825.3719949341","23825.3719949341"
"980","21426.2484957886","21426.2484957886","21426.2484957886"
"981","20190.1959448242","20190.1959448242","20190.1959448242"
"982","25458.5738218307","25458.5738218307","25458.5738218307"
"983","53135.8783825684","53135.8783825684","53135.8783825684"
"984","48319.0743856812","48319.0743856812","48319.0743856812"
"985","22908.164798584","22908.164798584","22908.164798584"
"986","21034.5270306396","21034.5270306396","21034.5270306396"
"987","22591.2035421753","22591.2035421753","22591.2035421753"
"988","20123.3507058716","20123.3507058716","20123.3507058716"
"989","17942.3746212006","17942.3746212006","17942.3746212006"
"990","14307.7965299988","14307.7965299988","14307.7965299988"
"991","20575.9550756836","20575.9550756836","20575.9550756836"
"992","21288.4162091064","21288.4162091064","21288.4162091064"
"993","20594.5277331543","20594.5277331543","20594.5277331543"
"994","21149.9300506592","21149.9300506592","21149.9300506592"
"995","29972.2745062256","29972.2745062256","29972.2745062256"
"996","26322.364446106","26322.364446106","26322.364446106"
"997","29042.5677600098","29042.5677600098","29042.5677600098"
"998","21179.3977963257","21179.3977963257","21179.3977963257"
"999","29405.1745574951","29405.1745574951","29405.1745574951"
