"Step","PPO_short_test_track - loss_critc","PPO_short_test_track - loss_critc__MIN","PPO_short_test_track - loss_critc__MAX"
"552","0.0075955026","0.0075955026","0.0075955026"
"553","0.0080958257","0.0080958257","0.0080958257"
"554","0.0083438355","0.0083438355","0.0083438355"
"555","0.007668823","0.007668823","0.007668823"
"556","0.0087712923","0.0087712923","0.0087712923"
"557","0.0080076813","0.0080076813","0.0080076813"
"558","0.0077001244","0.0077001244","0.0077001244"
"559","0.0082221603","0.0082221603","0.0082221603"
"560","0.0081880196","0.0081880196","0.0081880196"
"561","0.007831466","0.007831466","0.007831466"
"562","0.0077784978","0.0077784978","0.0077784978"
"563","0.008018949","0.008018949","0.008018949"
"564","0.0076757056","0.0076757056","0.0076757056"
"565","0.0082347527","0.0082347527","0.0082347527"
"566","0.0080365809","0.0080365809","0.0080365809"
"567","0.0075890817","0.0075890817","0.0075890817"
"568","0.0079140042","0.0079140042","0.0079140042"
"569","0.0078003339","0.0078003339","0.0078003339"
"570","0.008235836","0.008235836","0.008235836"
"571","0.0078679667","0.0078679667","0.0078679667"
"572","0.0078592154","0.0078592154","0.0078592154"
"573","0.0078213291","0.0078213291","0.0078213291"
"574","0.0083926256","0.0083926256","0.0083926256"
"575","0.0076547163","0.0076547163","0.0076547163"
"576","0.0081299715","0.0081299715","0.0081299715"
"577","0.0075531525","0.0075531525","0.0075531525"
"578","0.008394771","0.008394771","0.008394771"
"579","0.0080767973","0.0080767973","0.0080767973"
"580","0.0080696865","0.0080696865","0.0080696865"
"581","0.0078945869","0.0078945869","0.0078945869"
"582","0.0076141133","0.0076141133","0.0076141133"
"583","0.0079561595","0.0079561595","0.0079561595"
"584","0.0070717983","0.0070717983","0.0070717983"
"585","0.0080724326","0.0080724326","0.0080724326"
"586","0.00819574","0.00819574","0.00819574"
"587","0.0079840734","0.0079840734","0.0079840734"
"588","0.0083518798","0.0083518798","0.0083518798"
"589","0.0079923633","0.0079923633","0.0079923633"
"590","0.0078355203","0.0078355203","0.0078355203"
"591","0.008428296","0.008428296","0.008428296"
"592","0.0076903128","0.0076903128","0.0076903128"
"593","0.0079729556","0.0079729556","0.0079729556"
"594","0.0079488024","0.0079488024","0.0079488024"
"595","0.007734677","0.007734677","0.007734677"
"596","0.0081971134","0.0081971134","0.0081971134"
"597","0.0083303077","0.0083303077","0.0083303077"
"598","0.0079027175","0.0079027175","0.0079027175"
"599","0.0080859697","0.0080859697","0.0080859697"
"600","0.0077528243","0.0077528243","0.0077528243"
"601","0.0075931501","0.0075931501","0.0075931501"
"602","0.0074657196","0.0074657196","0.0074657196"
"603","0.0081781446","0.0081781446","0.0081781446"
"604","0.0082792764","0.0082792764","0.0082792764"
"605","0.0085535101","0.0085535101","0.0085535101"
"606","0.0076798468","0.0076798468","0.0076798468"
"607","0.0081214106","0.0081214106","0.0081214106"
"608","0.0081836149","0.0081836149","0.0081836149"
"609","0.0081011914","0.0081011914","0.0081011914"
"610","0.0079018264","0.0079018264","0.0079018264"
"611","0.0080837291","0.0080837291","0.0080837291"
"612","0.0073246559","0.0073246559","0.0073246559"
"613","0.0082354008","0.0082354008","0.0082354008"
"614","0.0080440209","0.0080440209","0.0080440209"
"615","0.0084310134","0.0084310134","0.0084310134"
"616","0.008106402","0.008106402","0.008106402"
"617","0.0081962441","0.0081962441","0.0081962441"
"618","0.0081156593","0.0081156593","0.0081156593"
"619","0.0078569286","0.0078569286","0.0078569286"
"620","0.0080073053","0.0080073053","0.0080073053"
"621","0.0084884702","0.0084884702","0.0084884702"
"622","0.0079140889","0.0079140889","0.0079140889"
"623","0.0077090538","0.0077090538","0.0077090538"
"624","0.0079396396","0.0079396396","0.0079396396"
"625","0.0080785896","0.0080785896","0.0080785896"
"626","0.0086903406","0.0086903406","0.0086903406"
"627","0.0079055185","0.0079055185","0.0079055185"
"628","0.0074766959","0.0074766959","0.0074766959"
"629","0.00766892","0.00766892","0.00766892"
"630","0.0081410044","0.0081410044","0.0081410044"
"631","0.0077840107","0.0077840107","0.0077840107"
"632","0.0082746837","0.0082746837","0.0082746837"
"633","0.0077284977","0.0077284977","0.0077284977"
"634","0.007707255","0.007707255","0.007707255"
"635","0.0078791934","0.0078791934","0.0078791934"
"636","0.007630351","0.007630351","0.007630351"
"637","0.0082201693","0.0082201693","0.0082201693"
"638","0.0083960898","0.0083960898","0.0083960898"
"639","0.0077054371","0.0077054371","0.0077054371"
"640","0.0079920079","0.0079920079","0.0079920079"
"641","0.0081490917","0.0081490917","0.0081490917"
"642","0.007893707","0.007893707","0.007893707"
"643","0.0079937366","0.0079937366","0.0079937366"
"644","0.0077559918","0.0077559918","0.0077559918"
"645","0.0083013651","0.0083013651","0.0083013651"
"646","0.0080153531","0.0080153531","0.0080153531"
"647","0.0076027177","0.0076027177","0.0076027177"
"648","0.0076428113","0.0076428113","0.0076428113"
"649","0.0080392303","0.0080392303","0.0080392303"
"650","0.0078634603","0.0078634603","0.0078634603"
"651","0.0078559271","0.0078559271","0.0078559271"
"652","0.0076593356","0.0076593356","0.0076593356"
"653","0.0076878278","0.0076878278","0.0076878278"
"654","0.008070966","0.008070966","0.008070966"
"655","0.0078020919","0.0078020919","0.0078020919"
"656","0.0080584764","0.0080584764","0.0080584764"
"657","0.0077362553","0.0077362553","0.0077362553"
"658","0.0076778026","0.0076778026","0.0076778026"
"659","0.0079864241","0.0079864241","0.0079864241"
"660","0.0078231955","0.0078231955","0.0078231955"
"661","0.0080648862","0.0080648862","0.0080648862"
"662","0.0081070664","0.0081070664","0.0081070664"
"663","0.0083190475","0.0083190475","0.0083190475"
"664","0.0077198388","0.0077198388","0.0077198388"
"665","0.0084000731","0.0084000731","0.0084000731"
"666","0.0075299057","0.0075299057","0.0075299057"
"667","0.0079513921","0.0079513921","0.0079513921"
"668","0.0078220877","0.0078220877","0.0078220877"
"669","0.0080599691","0.0080599691","0.0080599691"
"670","0.0081303431","0.0081303431","0.0081303431"
"671","0.008281527","0.008281527","0.008281527"
"672","0.0077845609","0.0077845609","0.0077845609"
"673","0.0076022019","0.0076022019","0.0076022019"
"674","0.0078592287","0.0078592287","0.0078592287"
"675","0.0077896254","0.0077896254","0.0077896254"
"676","0.008080263","0.008080263","0.008080263"
"677","0.0077560144","0.0077560144","0.0077560144"
"678","0.0077504278","0.0077504278","0.0077504278"
"679","0.0083434718","0.0083434718","0.0083434718"
"680","0.0080650341","0.0080650341","0.0080650341"
"681","0.0076551858","0.0076551858","0.0076551858"
"682","0.0082110135","0.0082110135","0.0082110135"
"683","0.0081280344","0.0081280344","0.0081280344"
"684","0.0085360284","0.0085360284","0.0085360284"
"685","0.0077466926","0.0077466926","0.0077466926"
"686","0.0078033616","0.0078033616","0.0078033616"
"687","0.008853128","0.008853128","0.008853128"
"688","0.0074036418","0.0074036418","0.0074036418"
"689","0.0078947363","0.0078947363","0.0078947363"
"690","0.0076312297","0.0076312297","0.0076312297"
"691","0.0076914436","0.0076914436","0.0076914436"
"692","0.0084207643","0.0084207643","0.0084207643"
"693","0.00748456","0.00748456","0.00748456"
"694","0.007837587","0.007837587","0.007837587"
"695","0.0077070676","0.0077070676","0.0077070676"
"696","0.0078377163","0.0078377163","0.0078377163"
"697","0.0083737689","0.0083737689","0.0083737689"
"698","0.0080383849","0.0080383849","0.0080383849"
"699","0.0076745726","0.0076745726","0.0076745726"
"700","0.0080539352","0.0080539352","0.0080539352"
"701","0.0077662304","0.0077662304","0.0077662304"
"702","0.0086558897","0.0086558897","0.0086558897"
"703","0.0081223668","0.0081223668","0.0081223668"
"704","0.008064127","0.008064127","0.008064127"
"705","0.0078420855","0.0078420855","0.0078420855"
"706","0.0076485106","0.0076485106","0.0076485106"
"707","0.0082093323","0.0082093323","0.0082093323"
"708","0.0075194979","0.0075194979","0.0075194979"
"709","0.0077727339","0.0077727339","0.0077727339"
"710","0.0078515542","0.0078515542","0.0078515542"
"711","0.0073024935","0.0073024935","0.0073024935"
"712","0.0082496393","0.0082496393","0.0082496393"
"713","0.0077011867","0.0077011867","0.0077011867"
"714","0.0088117041","0.0088117041","0.0088117041"
"715","0.0079908755","0.0079908755","0.0079908755"
"716","0.007802983","0.007802983","0.007802983"
"717","0.0079956451","0.0079956451","0.0079956451"
"718","0.0078109037","0.0078109037","0.0078109037"
"719","0.0079413258","0.0079413258","0.0079413258"
"720","0.0079533578","0.0079533578","0.0079533578"
"721","0.0082813157","0.0082813157","0.0082813157"
"722","0.0076594224","0.0076594224","0.0076594224"
"723","0.0084934708","0.0084934708","0.0084934708"
"724","1.1033571749","1.1033571749","1.1033571749"
"725","30.0667860904","30.0667860904","30.0667860904"
"726","1.1154924081","1.1154924081","1.1154924081"
"727","0.0122310676","0.0122310676","0.0122310676"
"728","0.007281133","0.007281133","0.007281133"
"729","0.007961118","0.007961118","0.007961118"
"730","0.0084866691","0.0084866691","0.0084866691"
"731","0.0074632882","0.0074632882","0.0074632882"
"732","0.0075673793","0.0075673793","0.0075673793"
"733","0.0084405681","0.0084405681","0.0084405681"
"734","0.0074555442","0.0074555442","0.0074555442"
"735","0.0080555226","0.0080555226","0.0080555226"
"736","0.0080350889","0.0080350889","0.0080350889"
"737","0.0076279948","0.0076279948","0.0076279948"
"738","0.0082961571","0.0082961571","0.0082961571"
"739","0.0075930485","0.0075930485","0.0075930485"
"740","0.0078249744","0.0078249744","0.0078249744"
"741","0.0075910747","0.0075910747","0.0075910747"
"742","0.0076047697","0.0076047697","0.0076047697"
"743","0.0078879619","0.0078879619","0.0078879619"
"744","0.0080909708","0.0080909708","0.0080909708"
"745","0.0079429766","0.0079429766","0.0079429766"
"746","0.0076182676","0.0076182676","0.0076182676"
"747","0.0075528701","0.0075528701","0.0075528701"
"748","0.0079362812","0.0079362812","0.0079362812"
"749","0.008114952","0.008114952","0.008114952"
"750","0.0078456152","0.0078456152","0.0078456152"
"751","0.0077669492","0.0077669492","0.0077669492"
"752","0.0080523609","0.0080523609","0.0080523609"
"753","0.0071702466","0.0071702466","0.0071702466"
"754","0.0079658101","0.0079658101","0.0079658101"
"755","0.0084703174","0.0084703174","0.0084703174"
"756","0.0077053173","0.0077053173","0.0077053173"
"757","0.0072515684","0.0072515684","0.0072515684"
"758","0.0078428361","0.0078428361","0.0078428361"
"759","0.0079487197","0.0079487197","0.0079487197"
"760","0.0080381843","0.0080381843","0.0080381843"
"761","0.0078618429","0.0078618429","0.0078618429"
"762","0.0082221692","0.0082221692","0.0082221692"
"763","0.0078481703","0.0078481703","0.0078481703"
"764","0.008004685","0.008004685","0.008004685"
"765","0.0083443266","0.0083443266","0.0083443266"
"766","0.0082663177","0.0082663177","0.0082663177"
"767","0.0075087366","0.0075087366","0.0075087366"
"768","0.0072651176","0.0072651176","0.0072651176"
"769","0.0083258107","0.0083258107","0.0083258107"
"770","0.0076820831","0.0076820831","0.0076820831"
"771","0.0078875987","0.0078875987","0.0078875987"
"772","0.0082837314","0.0082837314","0.0082837314"
"773","0.0079998585","0.0079998585","0.0079998585"
"774","0.0080369272","0.0080369272","0.0080369272"
"775","0.0076540692","0.0076540692","0.0076540692"
"776","0.0083274802","0.0083274802","0.0083274802"
"777","0.0077793589","0.0077793589","0.0077793589"
"778","0.0074046853","0.0074046853","0.0074046853"
"779","0.0077277428","0.0077277428","0.0077277428"
"780","0.0079789486","0.0079789486","0.0079789486"
"781","0.0073700944","0.0073700944","0.0073700944"
"782","0.0082987013","0.0082987013","0.0082987013"
"783","0.0078244473","0.0078244473","0.0078244473"
"784","0.0078598065","0.0078598065","0.0078598065"
"785","0.0078235932","0.0078235932","0.0078235932"
"786","0.0080522417","0.0080522417","0.0080522417"
"787","0.0074749408","0.0074749408","0.0074749408"
"788","0.0080242149","0.0080242149","0.0080242149"
"789","0.0075229481","0.0075229481","0.0075229481"
"790","0.0078875957","0.0078875957","0.0078875957"
"791","0.0076083623","0.0076083623","0.0076083623"
"792","0.0078675978","0.0078675978","0.0078675978"
"793","0.0078877548","0.0078877548","0.0078877548"
"794","0.0075777189","0.0075777189","0.0075777189"
"795","0.0078949012","0.0078949012","0.0078949012"
"796","0.0085291163","0.0085291163","0.0085291163"
"797","0.0080278104","0.0080278104","0.0080278104"
"798","0.0083029138","0.0083029138","0.0083029138"
"799","0.0078891892","0.0078891892","0.0078891892"
"800","0.007523255","0.007523255","0.007523255"
"801","0.0077713543","0.0077713543","0.0077713543"
"802","0.008196407","0.008196407","0.008196407"
"803","0.0081013948","0.0081013948","0.0081013948"
"804","0.0075739829","0.0075739829","0.0075739829"
"805","0.0082677667","0.0082677667","0.0082677667"
"806","0.0076232564","0.0076232564","0.0076232564"
"807","0.0082752873","0.0082752873","0.0082752873"
"808","0.0082414297","0.0082414297","0.0082414297"
"809","0.0074203786","0.0074203786","0.0074203786"
"810","0.007983138","0.007983138","0.007983138"
"811","0.0076516631","0.0076516631","0.0076516631"
"812","0.0077784055","0.0077784055","0.0077784055"
"813","0.0075918611","0.0075918611","0.0075918611"
"814","0.0080184487","0.0080184487","0.0080184487"
"815","0.0076583481","0.0076583481","0.0076583481"
"816","0.0080653741","0.0080653741","0.0080653741"
"817","0.0076326274","0.0076326274","0.0076326274"
"818","0.0081909076","0.0081909076","0.0081909076"
"819","0.0077539507","0.0077539507","0.0077539507"
"820","0.0084513239","0.0084513239","0.0084513239"
"821","0.0076173221","0.0076173221","0.0076173221"
"822","0.008172052","0.008172052","0.008172052"
"823","0.0078078672","0.0078078672","0.0078078672"
"824","0.0071609101","0.0071609101","0.0071609101"
"825","0.0079613817","0.0079613817","0.0079613817"
"826","0.0081452717","0.0081452717","0.0081452717"
"827","0.0079999644","0.0079999644","0.0079999644"
"828","0.0082288452","0.0082288452","0.0082288452"
"829","0.0082493559","0.0082493559","0.0082493559"
"830","0.0078721192","0.0078721192","0.0078721192"
"831","0.0076853039","0.0076853039","0.0076853039"
"832","0.0076946745","0.0076946745","0.0076946745"
"833","0.0073442211","0.0073442211","0.0073442211"
"834","0.0079267185","0.0079267185","0.0079267185"
"835","0.0076347976","0.0076347976","0.0076347976"
"836","0.0078530066","0.0078530066","0.0078530066"
"837","0.0077505946","0.0077505946","0.0077505946"
"838","0.0081238506","0.0081238506","0.0081238506"
"839","0.0084727421","0.0084727421","0.0084727421"
"840","0.0080408777","0.0080408777","0.0080408777"
"841","0.0078333446","0.0078333446","0.0078333446"
"842","0.0079059515","0.0079059515","0.0079059515"
"843","0.0077664641","0.0077664641","0.0077664641"
"844","0.0079070863","0.0079070863","0.0079070863"
"845","0.0087012879","0.0087012879","0.0087012879"
"846","0.0076942415","0.0076942415","0.0076942415"
"847","0.0081175976","0.0081175976","0.0081175976"
"848","0.0073567849","0.0073567849","0.0073567849"
"849","0.0082583608","0.0082583608","0.0082583608"
"850","0.0076804418","0.0076804418","0.0076804418"
"851","0.0086132105","0.0086132105","0.0086132105"
"852","0.0077326419","0.0077326419","0.0077326419"
"853","0.0078580472","0.0078580472","0.0078580472"
"854","0.0078985971","0.0078985971","0.0078985971"
"855","0.0080651343","0.0080651343","0.0080651343"
"856","0.0079363548","0.0079363548","0.0079363548"
"857","0.0075599162","0.0075599162","0.0075599162"
"858","0.0078964206","0.0078964206","0.0078964206"
"859","0.0080212248","0.0080212248","0.0080212248"
"860","0.0077017148","0.0077017148","0.0077017148"
"861","0.0073272806","0.0073272806","0.0073272806"
"862","0.0087826067","0.0087826067","0.0087826067"
"863","0.0080143538","0.0080143538","0.0080143538"
"864","0.0079223818","0.0079223818","0.0079223818"
"865","0.0074345152","0.0074345152","0.0074345152"
"866","0.008115072","0.008115072","0.008115072"
"867","0.0089209422","0.0089209422","0.0089209422"
"868","0.0075994331","0.0075994331","0.0075994331"
"869","0.0082000817","0.0082000817","0.0082000817"
"870","0.0077917144","0.0077917144","0.0077917144"
"871","0.0077579593","0.0077579593","0.0077579593"
"872","0.0075642551","0.0075642551","0.0075642551"
"873","0.0079373728","0.0079373728","0.0079373728"
"874","0.0078900399","0.0078900399","0.0078900399"
"875","0.0083864959","0.0083864959","0.0083864959"
"876","0.0079116366","0.0079116366","0.0079116366"
"877","0.0077051354","0.0077051354","0.0077051354"
"878","0.0077317635","0.0077317635","0.0077317635"
"879","0.0080174112","0.0080174112","0.0080174112"
"880","0.0082453513","0.0082453513","0.0082453513"
"881","0.0076724343","0.0076724343","0.0076724343"
"882","0.0082493061","0.0082493061","0.0082493061"
"883","0.0087896476","0.0087896476","0.0087896476"
"884","0.0075370989","0.0075370989","0.0075370989"
"885","0.0074047489","0.0074047489","0.0074047489"
"886","0.0083692775","0.0083692775","0.0083692775"
"887","0.0083209704","0.0083209704","0.0083209704"
"888","0.0078419821","0.0078419821","0.0078419821"
"889","0.0078220838","0.0078220838","0.0078220838"
"890","0.0081251647","0.0081251647","0.0081251647"
"891","0.0091749514","0.0091749514","0.0091749514"
"892","0.0074843316","0.0074843316","0.0074843316"
"893","0.0078274714","0.0078274714","0.0078274714"
"894","0.0072119733","0.0072119733","0.0072119733"
"895","0.0076404783","0.0076404783","0.0076404783"
"896","0.0081864524","0.0081864524","0.0081864524"
"897","0.0080550776","0.0080550776","0.0080550776"
"898","0.0081030328","0.0081030328","0.0081030328"
"899","0.0079798509","0.0079798509","0.0079798509"
"900","0.0075607494","0.0075607494","0.0075607494"
"901","0.0080621891","0.0080621891","0.0080621891"
"902","0.0075477125","0.0075477125","0.0075477125"
"903","0.0079301544","0.0079301544","0.0079301544"
"904","0.0075121047","0.0075121047","0.0075121047"
"905","0.0075750322","0.0075750322","0.0075750322"
"906","0.0079736867","0.0079736867","0.0079736867"
"907","0.0081897329","0.0081897329","0.0081897329"
"908","0.0080534029","0.0080534029","0.0080534029"
"909","0.007685257","0.007685257","0.007685257"
"910","0.0080381876","0.0080381876","0.0080381876"
"911","0.0077916816","0.0077916816","0.0077916816"
"912","0.0080537777","0.0080537777","0.0080537777"
"913","0.0076672475","0.0076672475","0.0076672475"
"914","0.0082625571","0.0082625571","0.0082625571"
"915","0.0076308924","0.0076308924","0.0076308924"
"916","0.008117548","0.008117548","0.008117548"
"917","0.0079969366","0.0079969366","0.0079969366"
"918","0.0080741667","0.0080741667","0.0080741667"
"919","0.0072228799","0.0072228799","0.0072228799"
"920","0.0079523255","0.0079523255","0.0079523255"
"921","0.0075890916","0.0075890916","0.0075890916"
"922","0.0083100941","0.0083100941","0.0083100941"
"923","0.0078573336","0.0078573336","0.0078573336"
"924","0.0075244676","0.0075244676","0.0075244676"
"925","0.0080686355","0.0080686355","0.0080686355"
"926","0.00798665","0.00798665","0.00798665"
"927","0.0077379563","0.0077379563","0.0077379563"
"928","0.0079245931","0.0079245931","0.0079245931"
"929","0.0077612108","0.0077612108","0.0077612108"
"930","0.0080648425","0.0080648425","0.0080648425"
"931","0.0076338892","0.0076338892","0.0076338892"
"932","0.0081864863","0.0081864863","0.0081864863"
"933","0.008023005","0.008023005","0.008023005"
"934","0.0079868211","0.0079868211","0.0079868211"
"935","0.0076666023","0.0076666023","0.0076666023"
"936","0.0084647554","0.0084647554","0.0084647554"
"937","0.0077098132","0.0077098132","0.0077098132"
"938","0.0080928349","0.0080928349","0.0080928349"
"939","0.007804033","0.007804033","0.007804033"
"940","0.0078502426","0.0078502426","0.0078502426"
"941","0.0076134077","0.0076134077","0.0076134077"
"942","0.0080490188","0.0080490188","0.0080490188"
"943","0.0079568815","0.0079568815","0.0079568815"
"944","0.0077289819","0.0077289819","0.0077289819"
"945","0.0078195893","0.0078195893","0.0078195893"
"946","0.0077987325","0.0077987325","0.0077987325"
"947","0.0071762263","0.0071762263","0.0071762263"
"948","0.0077430545","0.0077430545","0.0077430545"
"949","0.0079493351","0.0079493351","0.0079493351"
"950","0.0078367786","0.0078367786","0.0078367786"
"951","0.0081875541","0.0081875541","0.0081875541"
"952","0.0080082023","0.0080082023","0.0080082023"
"953","0.008164759","0.008164759","0.008164759"
"954","0.0077074836","0.0077074836","0.0077074836"
"955","0.0086762194","0.0086762194","0.0086762194"
"956","0.0076361993","0.0076361993","0.0076361993"
"957","0.0083273245","0.0083273245","0.0083273245"
"958","0.0073902184","0.0073902184","0.0073902184"
"959","0.0079859634","0.0079859634","0.0079859634"
"960","0.0079245405","0.0079245405","0.0079245405"
"961","0.0073302092","0.0073302092","0.0073302092"
"962","0.0076922672","0.0076922672","0.0076922672"
"963","0.0079499134","0.0079499134","0.0079499134"
"964","0.0077704152","0.0077704152","0.0077704152"
"965","0.0079593797","0.0079593797","0.0079593797"
"966","0.0075121343","0.0075121343","0.0075121343"
"967","0.0079346654","0.0079346654","0.0079346654"
"968","0.0080569978","0.0080569978","0.0080569978"
"969","0.0081797371","0.0081797371","0.0081797371"
"970","0.0079248282","0.0079248282","0.0079248282"
"971","0.0080921867","0.0080921867","0.0080921867"
"972","0.0077426129","0.0077426129","0.0077426129"
"973","0.0078831816","0.0078831816","0.0078831816"
"974","0.0085910518","0.0085910518","0.0085910518"
"975","0.0082807602","0.0082807602","0.0082807602"
"976","0.0079837977","0.0079837977","0.0079837977"
"977","0.0081231341","0.0081231341","0.0081231341"
"978","0.0080189257","0.0080189257","0.0080189257"
"979","0.0082120245","0.0082120245","0.0082120245"
"980","0.0079595969","0.0079595969","0.0079595969"
"981","0.0077472169","0.0077472169","0.0077472169"
"982","0.0076929817","0.0076929817","0.0076929817"
"983","0.0078584474","0.0078584474","0.0078584474"
"984","0.0077705272","0.0077705272","0.0077705272"
"985","0.0078999628","0.0078999628","0.0078999628"
"986","0.0080321247","0.0080321247","0.0080321247"
"987","0.0075871013","0.0075871013","0.0075871013"
"988","0.0080070912","0.0080070912","0.0080070912"
"989","0.0083025628","0.0083025628","0.0083025628"
"990","0.007703018","0.007703018","0.007703018"
"991","0.0079618411","0.0079618411","0.0079618411"
"992","0.0081324307","0.0081324307","0.0081324307"
"993","0.0078661982","0.0078661982","0.0078661982"
"994","0.0082632816","0.0082632816","0.0082632816"
"995","0.0076679761","0.0076679761","0.0076679761"
"996","0.0084018967","0.0084018967","0.0084018967"
"997","0.0082774887","0.0082774887","0.0082774887"
"998","0.0077605302","0.0077605302","0.0077605302"
"999","0.0077910364","0.0077910364","0.0077910364"
