"Step","SAC_short_test_track - loss_critic","SAC_short_test_track - loss_critic__MIN","SAC_short_test_track - loss_critic__MAX"
"556","0.4059711787","0.4059711787","0.4059711787"
"557","0.7011817204","0.7011817204","0.7011817204"
"558","0.5053362492","0.5053362492","0.5053362492"
"559","0.3429434012","0.3429434012","0.3429434012"
"560","0.4336424217","0.4336424217","0.4336424217"
"561","0.3845241693","0.3845241693","0.3845241693"
"562","0.5182064886","0.5182064886","0.5182064886"
"563","0.4729027894","0.4729027894","0.4729027894"
"564","0.3961856938","0.3961856938","0.3961856938"
"565","0.3636894322","0.3636894322","0.3636894322"
"566","0.3973451988","0.3973451988","0.3973451988"
"567","0.4760843931","0.4760843931","0.4760843931"
"568","0.478142536","0.478142536","0.478142536"
"569","0.4373924596","0.4373924596","0.4373924596"
"570","0.4614539346","0.4614539346","0.4614539346"
"571","0.565668309","0.565668309","0.565668309"
"572","0.3929544613","0.3929544613","0.3929544613"
"573","0.4641239056","0.4641239056","0.4641239056"
"574","0.4989851545","0.4989851545","0.4989851545"
"575","0.4236375797","0.4236375797","0.4236375797"
"576","0.4186369441","0.4186369441","0.4186369441"
"577","0.4457985521","0.4457985521","0.4457985521"
"578","0.8372152552","0.8372152552","0.8372152552"
"579","0.479613478","0.479613478","0.479613478"
"580","0.4976322729","0.4976322729","0.4976322729"
"581","0.7734691045","0.7734691045","0.7734691045"
"582","0.4683884044","0.4683884044","0.4683884044"
"583","0.5803328227","0.5803328227","0.5803328227"
"584","0.5063700479","0.5063700479","0.5063700479"
"585","0.5257661325","0.5257661325","0.5257661325"
"586","0.5977326739","0.5977326739","0.5977326739"
"587","0.5881474988","0.5881474988","0.5881474988"
"588","0.6373080449","0.6373080449","0.6373080449"
"589","0.6765228606","0.6765228606","0.6765228606"
"590","0.9727996373","0.9727996373","0.9727996373"
"591","0.6221946205","0.6221946205","0.6221946205"
"592","0.5702305477","0.5702305477","0.5702305477"
"593","1.0250871846","1.0250871846","1.0250871846"
"594","0.6950026747","0.6950026747","0.6950026747"
"595","0.739297388","0.739297388","0.739297388"
"596","0.5842586295","0.5842586295","0.5842586295"
"597","0.6791298946","0.6791298946","0.6791298946"
"598","0.5625051329","0.5625051329","0.5625051329"
"599","0.5906885263","0.5906885263","0.5906885263"
"600","0.6603473336","0.6603473336","0.6603473336"
"601","0.7221244931","0.7221244931","0.7221244931"
"602","0.7158397564","0.7158397564","0.7158397564"
"603","0.5090900523","0.5090900523","0.5090900523"
"604","0.7663616721","0.7663616721","0.7663616721"
"605","0.6095758639","0.6095758639","0.6095758639"
"606","0.7302440567","0.7302440567","0.7302440567"
"607","0.6936017855","0.6936017855","0.6936017855"
"608","0.9131074749","0.9131074749","0.9131074749"
"609","0.6864649501","0.6864649501","0.6864649501"
"610","1.0815519951","1.0815519951","1.0815519951"
"611","0.9873527214","0.9873527214","0.9873527214"
"612","0.6094689193","0.6094689193","0.6094689193"
"613","0.6922625913","0.6922625913","0.6922625913"
"614","0.9762789929","0.9762789929","0.9762789929"
"615","0.7549318176","0.7549318176","0.7549318176"
"616","0.6396688074","0.6396688074","0.6396688074"
"617","0.8346948295","0.8346948295","0.8346948295"
"618","0.6338269386","0.6338269386","0.6338269386"
"619","1.0078349278","1.0078349278","1.0078349278"
"620","0.8940802777","0.8940802777","0.8940802777"
"621","0.8400978512","0.8400978512","0.8400978512"
"622","0.9692281006","0.9692281006","0.9692281006"
"623","0.629143821","0.629143821","0.629143821"
"624","0.6229183741","0.6229183741","0.6229183741"
"625","0.7100900542","0.7100900542","0.7100900542"
"626","0.6555646303","0.6555646303","0.6555646303"
"627","0.709347271","0.709347271","0.709347271"
"628","0.7368700884","0.7368700884","0.7368700884"
"629","0.9139391861","0.9139391861","0.9139391861"
"630","0.6358885711","0.6358885711","0.6358885711"
"631","0.7696049836","0.7696049836","0.7696049836"
"632","0.7119857398","0.7119857398","0.7119857398"
"633","0.6980869876","0.6980869876","0.6980869876"
"634","0.9001875324","0.9001875324","0.9001875324"
"635","0.5804422039","0.5804422039","0.5804422039"
"636","1.2637725731","1.2637725731","1.2637725731"
"637","0.6927475538","0.6927475538","0.6927475538"
"638","0.4876412281","0.4876412281","0.4876412281"
"639","0.7544361747","0.7544361747","0.7544361747"
"640","0.470802827","0.470802827","0.470802827"
"641","0.6583498454","0.6583498454","0.6583498454"
"642","0.6843537785","0.6843537785","0.6843537785"
"643","0.6601747949","0.6601747949","0.6601747949"
"644","0.5611191409","0.5611191409","0.5611191409"
"645","0.5472923384","0.5472923384","0.5472923384"
"646","0.7445361582","0.7445361582","0.7445361582"
"647","0.5815792918","0.5815792918","0.5815792918"
"648","0.8283072145","0.8283072145","0.8283072145"
"649","0.6008103405","0.6008103405","0.6008103405"
"650","0.5532310144","0.5532310144","0.5532310144"
"651","0.5326938754","0.5326938754","0.5326938754"
"652","0.6293892653","0.6293892653","0.6293892653"
"653","0.6504819462","0.6504819462","0.6504819462"
"654","0.614462144","0.614462144","0.614462144"
"655","0.5673053282","0.5673053282","0.5673053282"
"656","0.6823242796","0.6823242796","0.6823242796"
"657","0.4560433627","0.4560433627","0.4560433627"
"658","0.7683253489","0.7683253489","0.7683253489"
"659","0.4462459015","0.4462459015","0.4462459015"
"660","0.7643707438","0.7643707438","0.7643707438"
"661","0.6105386208","0.6105386208","0.6105386208"
"662","0.5956229752","0.5956229752","0.5956229752"
"663","0.5213848532","0.5213848532","0.5213848532"
"664","0.6329732387","0.6329732387","0.6329732387"
"665","0.7948699681","0.7948699681","0.7948699681"
"666","0.5122067234","0.5122067234","0.5122067234"
"667","0.4793752473","0.4793752473","0.4793752473"
"668","0.58851942","0.58851942","0.58851942"
"669","0.5816905537","0.5816905537","0.5816905537"
"670","0.5653295336","0.5653295336","0.5653295336"
"671","0.5120384468","0.5120384468","0.5120384468"
"672","0.4566790143","0.4566790143","0.4566790143"
"673","0.4795910838","0.4795910838","0.4795910838"
"674","0.4728649016","0.4728649016","0.4728649016"
"675","0.5089275383","0.5089275383","0.5089275383"
"676","0.4929189023","0.4929189023","0.4929189023"
"677","0.6685584175","0.6685584175","0.6685584175"
"678","0.5800463286","0.5800463286","0.5800463286"
"679","0.623967753","0.623967753","0.623967753"
"680","0.7014157668","0.7014157668","0.7014157668"
"681","0.8156805991","0.8156805991","0.8156805991"
"682","0.4735789864","0.4735789864","0.4735789864"
"683","0.4870741441","0.4870741441","0.4870741441"
"684","0.4890419229","0.4890419229","0.4890419229"
"685","0.4947163899","0.4947163899","0.4947163899"
"686","0.6201940472","0.6201940472","0.6201940472"
"687","0.5675216557","0.5675216557","0.5675216557"
"688","0.656047736","0.656047736","0.656047736"
"689","0.6936675258","0.6936675258","0.6936675258"
"690","0.5104585227","0.5104585227","0.5104585227"
"691","0.4920359237","0.4920359237","0.4920359237"
"692","0.7403962317","0.7403962317","0.7403962317"
"693","0.5997200913","0.5997200913","0.5997200913"
"694","0.4868733629","0.4868733629","0.4868733629"
"695","0.4887391044","0.4887391044","0.4887391044"
"696","0.4181460636","0.4181460636","0.4181460636"
"697","0.4586282917","0.4586282917","0.4586282917"
"698","0.4552118586","0.4552118586","0.4552118586"
"699","0.6006530713","0.6006530713","0.6006530713"
"700","0.5630190788","0.5630190788","0.5630190788"
"701","0.5294278659","0.5294278659","0.5294278659"
"702","0.5111070233","0.5111070233","0.5111070233"
"703","0.3889575931","0.3889575931","0.3889575931"
"704","0.6079326509","0.6079326509","0.6079326509"
"705","0.5031903014","0.5031903014","0.5031903014"
"706","0.4389138239","0.4389138239","0.4389138239"
"707","0.4085974799","0.4085974799","0.4085974799"
"708","0.3539919523","0.3539919523","0.3539919523"
"709","0.4298770516","0.4298770516","0.4298770516"
"710","0.4319803035","0.4319803035","0.4319803035"
"711","0.4050705497","0.4050705497","0.4050705497"
"712","0.4687899888","0.4687899888","0.4687899888"
"713","0.3834093501","0.3834093501","0.3834093501"
"714","0.4650307432","0.4650307432","0.4650307432"
"715","0.3829238501","0.3829238501","0.3829238501"
"716","0.4356980674","0.4356980674","0.4356980674"
"717","0.4919506655","0.4919506655","0.4919506655"
"718","0.5365708734","0.5365708734","0.5365708734"
"719","0.4150244154","0.4150244154","0.4150244154"
"720","0.3599391957","0.3599391957","0.3599391957"
"721","0.3515801559","0.3515801559","0.3515801559"
"722","0.3734017248","0.3734017248","0.3734017248"
"723","0.5307440408","0.5307440408","0.5307440408"
"724","0.3206126083","0.3206126083","0.3206126083"
"725","0.3720256642","0.3720256642","0.3720256642"
"726","0.4399257945","0.4399257945","0.4399257945"
"727","0.3975867848","0.3975867848","0.3975867848"
"728","0.4093311489","0.4093311489","0.4093311489"
"729","0.3921439834","0.3921439834","0.3921439834"
"730","0.4793082067","0.4793082067","0.4793082067"
"731","0.3891541561","0.3891541561","0.3891541561"
"732","0.3932384979","0.3932384979","0.3932384979"
"733","0.4770838173","0.4770838173","0.4770838173"
"734","0.4404866643","0.4404866643","0.4404866643"
"735","0.4329182991","0.4329182991","0.4329182991"
"736","0.4303359948","0.4303359948","0.4303359948"
"737","0.4789912098","0.4789912098","0.4789912098"
"738","0.3914740416","0.3914740416","0.3914740416"
"739","0.3410754195","0.3410754195","0.3410754195"
"740","0.4305139278","0.4305139278","0.4305139278"
"741","0.4510418014","0.4510418014","0.4510418014"
"742","0.4056963147","0.4056963147","0.4056963147"
"743","0.3697719996","0.3697719996","0.3697719996"
"744","0.3303575451","0.3303575451","0.3303575451"
"745","0.5234580095","0.5234580095","0.5234580095"
"746","0.4071695407","0.4071695407","0.4071695407"
"747","0.4099389452","0.4099389452","0.4099389452"
"748","0.4625886706","0.4625886706","0.4625886706"
"749","0.3879836025","0.3879836025","0.3879836025"
"750","0.379734367","0.379734367","0.379734367"
"751","0.3828716593","0.3828716593","0.3828716593"
"752","0.3522389103","0.3522389103","0.3522389103"
"753","0.3723510305","0.3723510305","0.3723510305"
"754","0.4383763452","0.4383763452","0.4383763452"
"755","0.5074692214","0.5074692214","0.5074692214"
"756","0.393204791","0.393204791","0.393204791"
"757","0.3656366443","0.3656366443","0.3656366443"
"758","0.3481069659","0.3481069659","0.3481069659"
"759","0.3925248101","0.3925248101","0.3925248101"
"760","0.3860965256","0.3860965256","0.3860965256"
"761","0.346153401","0.346153401","0.346153401"
"762","0.4760502466","0.4760502466","0.4760502466"
"763","0.4341603429","0.4341603429","0.4341603429"
"764","0.3956931202","0.3956931202","0.3956931202"
"765","0.4180629537","0.4180629537","0.4180629537"
"766","0.3529523901","0.3529523901","0.3529523901"
"767","0.307645513","0.307645513","0.307645513"
"768","0.4201820838","0.4201820838","0.4201820838"
"769","0.3413584147","0.3413584147","0.3413584147"
"770","0.4096861893","0.4096861893","0.4096861893"
"771","0.2791092433","0.2791092433","0.2791092433"
"772","0.3340169882","0.3340169882","0.3340169882"
"773","0.3168418919","0.3168418919","0.3168418919"
"774","0.4083115096","0.4083115096","0.4083115096"
"775","0.388451419","0.388451419","0.388451419"
"776","0.3472917007","0.3472917007","0.3472917007"
"777","0.3480258882","0.3480258882","0.3480258882"
"778","0.4558602868","0.4558602868","0.4558602868"
"779","0.3715107633","0.3715107633","0.3715107633"
"780","0.4037824668","0.4037824668","0.4037824668"
"781","0.3505198321","0.3505198321","0.3505198321"
"782","0.3596301905","0.3596301905","0.3596301905"
"783","0.3466256181","0.3466256181","0.3466256181"
"784","0.3233456611","0.3233456611","0.3233456611"
"785","0.3209364615","0.3209364615","0.3209364615"
"786","0.3437640635","0.3437640635","0.3437640635"
"787","0.3528442263","0.3528442263","0.3528442263"
"788","0.4220413347","0.4220413347","0.4220413347"
"789","0.4862364656","0.4862364656","0.4862364656"
"790","0.298931365","0.298931365","0.298931365"
"791","0.3338089437","0.3338089437","0.3338089437"
"792","0.333566007","0.333566007","0.333566007"
"793","0.4122515893","0.4122515893","0.4122515893"
"794","0.3047551606","0.3047551606","0.3047551606"
"795","0.2972994229","0.2972994229","0.2972994229"
"796","0.2493209889","0.2493209889","0.2493209889"
"797","0.3223210455","0.3223210455","0.3223210455"
"798","0.3075651404","0.3075651404","0.3075651404"
"799","0.3981297568","0.3981297568","0.3981297568"
"800","0.3188656995","0.3188656995","0.3188656995"
"801","0.2968118467","0.2968118467","0.2968118467"
"802","0.4039519165","0.4039519165","0.4039519165"
"803","0.4052020817","0.4052020817","0.4052020817"
"804","0.2505729406","0.2505729406","0.2505729406"
"805","0.2649856121","0.2649856121","0.2649856121"
"806","0.281952176","0.281952176","0.281952176"
"807","0.374069646","0.374069646","0.374069646"
"808","0.3685184487","0.3685184487","0.3685184487"
"809","0.3911465972","0.3911465972","0.3911465972"
"810","0.3449462975","0.3449462975","0.3449462975"
"811","0.3743474769","0.3743474769","0.3743474769"
"812","0.5300446205","0.5300446205","0.5300446205"
"813","0.4681726559","0.4681726559","0.4681726559"
"814","0.2894863001","0.2894863001","0.2894863001"
"815","0.3104785926","0.3104785926","0.3104785926"
"816","0.312930838","0.312930838","0.312930838"
"817","0.2675629438","0.2675629438","0.2675629438"
"818","0.2592977027","0.2592977027","0.2592977027"
"819","0.2468737853","0.2468737853","0.2468737853"
"820","0.2529891441","0.2529891441","0.2529891441"
"821","0.2504520117","0.2504520117","0.2504520117"
"822","0.2694286736","0.2694286736","0.2694286736"
"823","0.311501539","0.311501539","0.311501539"
"824","0.2748945751","0.2748945751","0.2748945751"
"825","0.2707621339","0.2707621339","0.2707621339"
"826","0.3922125948","0.3922125948","0.3922125948"
"827","0.3698079472","0.3698079472","0.3698079472"
"828","0.286620925","0.286620925","0.286620925"
"829","0.336946402","0.336946402","0.336946402"
"830","0.270799562","0.270799562","0.270799562"
"831","0.259606404","0.259606404","0.259606404"
"832","0.353458103","0.353458103","0.353458103"
"833","0.3427375298","0.3427375298","0.3427375298"
"834","0.262416268","0.262416268","0.262416268"
"835","0.3346851395","0.3346851395","0.3346851395"
"836","0.3069377426","0.3069377426","0.3069377426"
"837","0.2508182639","0.2508182639","0.2508182639"
"838","0.3415232749","0.3415232749","0.3415232749"
"839","0.3381404917","0.3381404917","0.3381404917"
"840","0.345617575","0.345617575","0.345617575"
"841","0.3933603362","0.3933603362","0.3933603362"
"842","0.4392183137","0.4392183137","0.4392183137"
"843","0.3243043416","0.3243043416","0.3243043416"
"844","0.3297047773","0.3297047773","0.3297047773"
"845","0.2790999688","0.2790999688","0.2790999688"
"846","0.2559047012","0.2559047012","0.2559047012"
"847","0.2929065418","0.2929065418","0.2929065418"
"848","0.391990834","0.391990834","0.391990834"
"849","0.3355432628","0.3355432628","0.3355432628"
"850","0.3175281889","0.3175281889","0.3175281889"
"851","0.4379778671","0.4379778671","0.4379778671"
"852","0.2746871794","0.2746871794","0.2746871794"
"853","0.2718525911","0.2718525911","0.2718525911"
"854","0.2602173317","0.2602173317","0.2602173317"
"855","0.2524557679","0.2524557679","0.2524557679"
"856","0.2526339334","0.2526339334","0.2526339334"
"857","0.3370390638","0.3370390638","0.3370390638"
"858","0.2741560229","0.2741560229","0.2741560229"
"859","0.2374528906","0.2374528906","0.2374528906"
"860","0.4063112058","0.4063112058","0.4063112058"
"861","0.3730260941","0.3730260941","0.3730260941"
"862","0.3147965351","0.3147965351","0.3147965351"
"863","0.2714018963","0.2714018963","0.2714018963"
"864","0.2867502833","0.2867502833","0.2867502833"
"865","0.2717893062","0.2717893062","0.2717893062"
"866","0.2567977086","0.2567977086","0.2567977086"
"867","0.2637657235","0.2637657235","0.2637657235"
"868","0.3765180531","0.3765180531","0.3765180531"
"869","0.4123276311","0.4123276311","0.4123276311"
"870","0.3476069775","0.3476069775","0.3476069775"
"871","0.3551886888","0.3551886888","0.3551886888"
"872","0.2977737299","0.2977737299","0.2977737299"
"873","0.2929624552","0.2929624552","0.2929624552"
"874","0.3017570468","0.3017570468","0.3017570468"
"875","0.3483979428","0.3483979428","0.3483979428"
"876","0.4018782692","0.4018782692","0.4018782692"
"877","0.476027419","0.476027419","0.476027419"
"878","0.3045350012","0.3045350012","0.3045350012"
"879","0.3481873445","0.3481873445","0.3481873445"
"880","0.4395422381","0.4395422381","0.4395422381"
"881","0.3206487875","0.3206487875","0.3206487875"
"882","0.255821891","0.255821891","0.255821891"
"883","0.2974080565","0.2974080565","0.2974080565"
"884","0.3282345062","0.3282345062","0.3282345062"
"885","0.5717415815","0.5717415815","0.5717415815"
"886","0.3489998023","0.3489998023","0.3489998023"
"887","0.3886224751","0.3886224751","0.3886224751"
"888","0.3433195168","0.3433195168","0.3433195168"
"889","0.2371723296","0.2371723296","0.2371723296"
"890","0.2826785766","0.2826785766","0.2826785766"
"891","0.2874399634","0.2874399634","0.2874399634"
"892","0.3231488688","0.3231488688","0.3231488688"
"893","0.3966040643","0.3966040643","0.3966040643"
"894","0.3020986939","0.3020986939","0.3020986939"
"895","0.276985792","0.276985792","0.276985792"
"896","0.3000282779","0.3000282779","0.3000282779"
"897","0.3777957042","0.3777957042","0.3777957042"
"898","0.269635226","0.269635226","0.269635226"
"899","0.2863943012","0.2863943012","0.2863943012"
"900","0.4021951449","0.4021951449","0.4021951449"
"901","0.3579610321","0.3579610321","0.3579610321"
"902","0.3517482438","0.3517482438","0.3517482438"
"903","0.2385223856","0.2385223856","0.2385223856"
"904","0.29601211","0.29601211","0.29601211"
"905","0.2821388458","0.2821388458","0.2821388458"
"906","0.2644886763","0.2644886763","0.2644886763"
"907","0.2428975545","0.2428975545","0.2428975545"
"908","0.4697826998","0.4697826998","0.4697826998"
"909","0.3640075909","0.3640075909","0.3640075909"
"910","0.2554517751","0.2554517751","0.2554517751"
"911","0.2759842503","0.2759842503","0.2759842503"
"912","0.2893710539","0.2893710539","0.2893710539"
"913","0.402196063","0.402196063","0.402196063"
"914","0.411724565","0.411724565","0.411724565"
"915","0.274999195","0.274999195","0.274999195"
"916","0.3274818644","0.3274818644","0.3274818644"
"917","0.2640472254","0.2640472254","0.2640472254"
"918","0.2715889614","0.2715889614","0.2715889614"
"919","0.4942926214","0.4942926214","0.4942926214"
"920","0.475776147","0.475776147","0.475776147"
"921","0.5385012909","0.5385012909","0.5385012909"
"922","0.3135434302","0.3135434302","0.3135434302"
"923","0.2790477653","0.2790477653","0.2790477653"
"924","0.2541214269","0.2541214269","0.2541214269"
"925","0.2896146791","0.2896146791","0.2896146791"
"926","0.3305782703","0.3305782703","0.3305782703"
"927","0.2432713652","0.2432713652","0.2432713652"
"928","0.3652809658","0.3652809658","0.3652809658"
"929","0.2979215143","0.2979215143","0.2979215143"
"930","0.237072816","0.237072816","0.237072816"
"931","0.2704136499","0.2704136499","0.2704136499"
"932","0.2178582347","0.2178582347","0.2178582347"
"933","0.2339632533","0.2339632533","0.2339632533"
"934","0.2675981871","0.2675981871","0.2675981871"
"935","0.2602077966","0.2602077966","0.2602077966"
"936","0.2654284227","0.2654284227","0.2654284227"
"937","0.3214794353","0.3214794353","0.3214794353"
"938","0.2318940852","0.2318940852","0.2318940852"
"939","0.3406120868","0.3406120868","0.3406120868"
"940","0.3293177461","0.3293177461","0.3293177461"
"941","0.2715594245","0.2715594245","0.2715594245"
"942","0.2938281167","0.2938281167","0.2938281167"
"943","0.3077479212","0.3077479212","0.3077479212"
"944","0.3216943495","0.3216943495","0.3216943495"
"945","0.297055892","0.297055892","0.297055892"
"946","0.2902489459","0.2902489459","0.2902489459"
"947","0.2692214246","0.2692214246","0.2692214246"
"948","0.3156634869","0.3156634869","0.3156634869"
"949","0.2699795825","0.2699795825","0.2699795825"
"950","0.3288015811","0.3288015811","0.3288015811"
"951","0.3229328543","0.3229328543","0.3229328543"
"952","0.4329509241","0.4329509241","0.4329509241"
"953","0.4718249433","0.4718249433","0.4718249433"
"954","0.3892177044","0.3892177044","0.3892177044"
"955","0.3162155128","0.3162155128","0.3162155128"
"956","0.4594545272","0.4594545272","0.4594545272"
"957","0.2988942979","0.2988942979","0.2988942979"
"958","0.3120337813","0.3120337813","0.3120337813"
"959","0.3083757588","0.3083757588","0.3083757588"
"960","0.2797350487","0.2797350487","0.2797350487"
"961","0.2516102262","0.2516102262","0.2516102262"
"962","0.3954606003","0.3954606003","0.3954606003"
"963","0.2822556835","0.2822556835","0.2822556835"
"964","0.3012276999","0.3012276999","0.3012276999"
"965","0.2974736063","0.2974736063","0.2974736063"
"966","0.2943863912","0.2943863912","0.2943863912"
"967","0.2975491549","0.2975491549","0.2975491549"
"968","0.3164351026","0.3164351026","0.3164351026"
"969","0.286748569","0.286748569","0.286748569"
"970","0.3430937516","0.3430937516","0.3430937516"
"971","0.3018037242","0.3018037242","0.3018037242"
"972","0.2745574396","0.2745574396","0.2745574396"
"973","0.3296321902","0.3296321902","0.3296321902"
"974","0.2712828844","0.2712828844","0.2712828844"
"975","0.3187114438","0.3187114438","0.3187114438"
"976","0.2571122291","0.2571122291","0.2571122291"
"977","0.4262775807","0.4262775807","0.4262775807"
"978","0.6060058913","0.6060058913","0.6060058913"
"979","0.3206561879","0.3206561879","0.3206561879"
"980","0.3231542474","0.3231542474","0.3231542474"
"981","0.3180650499","0.3180650499","0.3180650499"
"982","0.2864527047","0.2864527047","0.2864527047"
"983","0.3106489673","0.3106489673","0.3106489673"
"984","0.4649171951","0.4649171951","0.4649171951"
"985","0.4398472673","0.4398472673","0.4398472673"
"986","0.3062655028","0.3062655028","0.3062655028"
"987","0.3458915341","0.3458915341","0.3458915341"
"988","0.2721463597","0.2721463597","0.2721463597"
"989","0.2800467345","0.2800467345","0.2800467345"
"990","0.3170063385","0.3170063385","0.3170063385"
"991","0.3612443772","0.3612443772","0.3612443772"
"992","0.3383988437","0.3383988437","0.3383988437"
"993","0.3774815921","0.3774815921","0.3774815921"
"994","0.3356224856","0.3356224856","0.3356224856"
"995","0.298095125","0.298095125","0.298095125"
"996","0.3179076865","0.3179076865","0.3179076865"
"997","0.3605720657","0.3605720657","0.3605720657"
"998","0.3017900802","0.3017900802","0.3017900802"
"999","0.4740455217","0.4740455217","0.4740455217"
