"Step","DDPG_short_test_track_LIDAR - loss_actor","DDPG_short_test_track_LIDAR - loss_actor__MIN","DDPG_short_test_track_LIDAR - loss_actor__MAX"
"483","-7.4088853216","-7.4088853216","-7.4088853216"
"484","-7.4341586471","-7.4341586471","-7.4341586471"
"485","-7.4240547657","-7.4240547657","-7.4240547657"
"486","-7.4452441549","-7.4452441549","-7.4452441549"
"487","-7.4798689675","-7.4798689675","-7.4798689675"
"488","-7.497120738","-7.497120738","-7.497120738"
"489","-7.4878652334","-7.4878652334","-7.4878652334"
"490","-7.4855545568","-7.4855545568","-7.4855545568"
"491","-7.5060479069","-7.5060479069","-7.5060479069"
"492","-7.4877330351","-7.4877330351","-7.4877330351"
"493","-7.4874856305","-7.4874856305","-7.4874856305"
"494","-7.5077754211","-7.5077754211","-7.5077754211"
"495","-7.514579246","-7.514579246","-7.514579246"
"496","-7.5386841083","-7.5386841083","-7.5386841083"
"497","-7.5167981815","-7.5167981815","-7.5167981815"
"498","-7.5373548603","-7.5373548603","-7.5373548603"
"499","-7.5399014807","-7.5399014807","-7.5399014807"
"500","-7.5553817272","-7.5553817272","-7.5553817272"
"501","-7.5554500747","-7.5554500747","-7.5554500747"
"502","-7.5807297444","-7.5807297444","-7.5807297444"
"503","-7.5872300625","-7.5872300625","-7.5872300625"
"504","-7.5732066631","-7.5732066631","-7.5732066631"
"505","-7.6025726867","-7.6025726867","-7.6025726867"
"506","-7.5983200097","-7.5983200097","-7.5983200097"
"507","-7.5883667231","-7.5883667231","-7.5883667231"
"508","-7.5968636727","-7.5968636727","-7.5968636727"
"509","-7.6239352322","-7.6239352322","-7.6239352322"
"510","-7.6041033363","-7.6041033363","-7.6041033363"
"511","-7.6137085581","-7.6137085581","-7.6137085581"
"512","-7.6147907662","-7.6147907662","-7.6147907662"
"513","-7.6192972708","-7.6192972708","-7.6192972708"
"514","-7.6287125325","-7.6287125325","-7.6287125325"
"515","-7.6622487545","-7.6622487545","-7.6622487545"
"516","-7.6665869999","-7.6665869999","-7.6665869999"
"517","-7.6640166283","-7.6640166283","-7.6640166283"
"518","-7.6517542338","-7.6517542338","-7.6517542338"
"519","-7.6320477104","-7.6320477104","-7.6320477104"
"520","-7.6198583817","-7.6198583817","-7.6198583817"
"521","-7.6564426994","-7.6564426994","-7.6564426994"
"522","-7.6433444858","-7.6433444858","-7.6433444858"
"523","-7.651712935","-7.651712935","-7.651712935"
"524","-7.658024919","-7.658024919","-7.658024919"
"525","-7.6443719888","-7.6443719888","-7.6443719888"
"526","-7.6793479633","-7.6793479633","-7.6793479633"
"527","-7.7090572548","-7.7090572548","-7.7090572548"
"528","-7.669845283","-7.669845283","-7.669845283"
"529","-7.6917744756","-7.6917744756","-7.6917744756"
"530","-7.7198107314","-7.7198107314","-7.7198107314"
"531","-7.737999742","-7.737999742","-7.737999742"
"532","-7.7025450945","-7.7025450945","-7.7025450945"
"533","-7.697509985","-7.697509985","-7.697509985"
"534","-7.7183933568","-7.7183933568","-7.7183933568"
"535","-7.7228020263","-7.7228020263","-7.7228020263"
"536","-7.7560078025","-7.7560078025","-7.7560078025"
"537","-7.7321515894","-7.7321515894","-7.7321515894"
"538","-7.7945820856","-7.7945820856","-7.7945820856"
"539","-7.743083477","-7.743083477","-7.743083477"
"540","-7.7675815535","-7.7675815535","-7.7675815535"
"541","-7.7719322062","-7.7719322062","-7.7719322062"
"542","-7.7846006083","-7.7846006083","-7.7846006083"
"543","-7.8019180417","-7.8019180417","-7.8019180417"
"544","-7.7723966646","-7.7723966646","-7.7723966646"
"545","-7.8083681393","-7.8083681393","-7.8083681393"
"546","-7.7891604877","-7.7891604877","-7.7891604877"
"547","-7.8075495529","-7.8075495529","-7.8075495529"
"548","-7.7975400996","-7.7975400996","-7.7975400996"
"549","-7.7920551753","-7.7920551753","-7.7920551753"
"550","-7.8284908772","-7.8284908772","-7.8284908772"
"551","-7.8230153203","-7.8230153203","-7.8230153203"
"552","-7.8073408175","-7.8073408175","-7.8073408175"
"553","-7.8094581103","-7.8094581103","-7.8094581103"
"554","-7.8100362468","-7.8100362468","-7.8100362468"
"555","-7.8100310278","-7.8100310278","-7.8100310278"
"556","-7.8500755191","-7.8500755191","-7.8500755191"
"557","-7.8476692104","-7.8476692104","-7.8476692104"
"558","-7.844379437","-7.844379437","-7.844379437"
"559","-7.832431035","-7.832431035","-7.832431035"
"560","-7.8477687478","-7.8477687478","-7.8477687478"
"561","-7.8546498632","-7.8546498632","-7.8546498632"
"562","-7.8385288429","-7.8385288429","-7.8385288429"
"563","-7.8389658952","-7.8389658952","-7.8389658952"
"564","-7.850805378","-7.850805378","-7.850805378"
"565","-7.8460189438","-7.8460189438","-7.8460189438"
"566","-7.8291166878","-7.8291166878","-7.8291166878"
"567","-7.8551163173","-7.8551163173","-7.8551163173"
"568","-7.8417426801","-7.8417426801","-7.8417426801"
"569","-7.877481122","-7.877481122","-7.877481122"
"570","-7.8918949556","-7.8918949556","-7.8918949556"
"571","-7.86773839","-7.86773839","-7.86773839"
"572","-7.8654776382","-7.8654776382","-7.8654776382"
"573","-7.8620426989","-7.8620426989","-7.8620426989"
"574","-7.9142538905","-7.9142538905","-7.9142538905"
"575","-7.9070074868","-7.9070074868","-7.9070074868"
"576","-7.914698391","-7.914698391","-7.914698391"
"577","-7.9242240262","-7.9242240262","-7.9242240262"
"578","-7.8886392903","-7.8886392903","-7.8886392903"
"579","-7.9226249003","-7.9226249003","-7.9226249003"
"580","-7.9466000295","-7.9466000295","-7.9466000295"
"581","-7.9244928694","-7.9244928694","-7.9244928694"
"582","-7.8918464136","-7.8918464136","-7.8918464136"
"583","-7.9310330105","-7.9310330105","-7.9310330105"
"584","-7.9149134254","-7.9149134254","-7.9149134254"
"585","-7.8913725162","-7.8913725162","-7.8913725162"
"586","-7.9180393791","-7.9180393791","-7.9180393791"
"587","-7.926937387","-7.926937387","-7.926937387"
"588","-7.9268750167","-7.9268750167","-7.9268750167"
"589","-7.9468630338","-7.9468630338","-7.9468630338"
"590","-7.9720290756","-7.9720290756","-7.9720290756"
"591","-7.9520921946","-7.9520921946","-7.9520921946"
"592","-7.9479239798","-7.9479239798","-7.9479239798"
"593","-7.9486570787","-7.9486570787","-7.9486570787"
"594","-7.9622381353","-7.9622381353","-7.9622381353"
"595","-7.945310719","-7.945310719","-7.945310719"
"596","-7.9860128427","-7.9860128427","-7.9860128427"
"597","-7.9886894035","-7.9886894035","-7.9886894035"
"598","-7.9844505453","-7.9844505453","-7.9844505453"
"599","-7.9998655939","-7.9998655939","-7.9998655939"
"600","-7.9816723895","-7.9816723895","-7.9816723895"
"601","-7.9881383133","-7.9881383133","-7.9881383133"
"602","-8.0075876164","-8.0075876164","-8.0075876164"
"603","-7.9988060665","-7.9988060665","-7.9988060665"
"604","-8.0064499736","-8.0064499736","-8.0064499736"
"605","-7.9900153422","-7.9900153422","-7.9900153422"
"606","-7.9654746652","-7.9654746652","-7.9654746652"
"607","-7.9787843466","-7.9787843466","-7.9787843466"
"608","-7.9944989562","-7.9944989562","-7.9944989562"
"609","-8.0117672896","-8.0117672896","-8.0117672896"
"610","-8.0027495527","-8.0027495527","-8.0027495527"
"611","-8.0291901779","-8.0291901779","-8.0291901779"
"612","-8.0044791484","-8.0044791484","-8.0044791484"
"613","-8.0182929158","-8.0182929158","-8.0182929158"
"614","-8.010787375","-8.010787375","-8.010787375"
"615","-7.9767367387","-7.9767367387","-7.9767367387"
"616","-8.0000103474","-8.0000103474","-8.0000103474"
"617","-7.9885194564","-7.9885194564","-7.9885194564"
"618","-7.9940563846","-7.9940563846","-7.9940563846"
"619","-8.0057745242","-8.0057745242","-8.0057745242"
"620","-8.0165516663","-8.0165516663","-8.0165516663"
"621","-7.9681878018","-7.9681878018","-7.9681878018"
"622","-7.9877659988","-7.9877659988","-7.9877659988"
"623","-8.0244843364","-8.0244843364","-8.0244843364"
"624","-8.0094085574","-8.0094085574","-8.0094085574"
"625","-8.0191451097","-8.0191451097","-8.0191451097"
"626","-8.0161510825","-8.0161510825","-8.0161510825"
"627","-7.9947717643","-7.9947717643","-7.9947717643"
"628","-7.983336978","-7.983336978","-7.983336978"
"629","-8.0215467095","-8.0215467095","-8.0215467095"
"630","-7.9771268034","-7.9771268034","-7.9771268034"
"631","-8.0348627043","-8.0348627043","-8.0348627043"
"632","-8.0404777718","-8.0404777718","-8.0404777718"
"633","-8.0303062177","-8.0303062177","-8.0303062177"
"634","-8.0095146513","-8.0095146513","-8.0095146513"
"635","-8.0190578628","-8.0190578628","-8.0190578628"
"636","-8.0220304275","-8.0220304275","-8.0220304275"
"637","-8.0021197653","-8.0021197653","-8.0021197653"
"638","-8.0143275571","-8.0143275571","-8.0143275571"
"639","-8.0060489511","-8.0060489511","-8.0060489511"
"640","-8.0334309387","-8.0334309387","-8.0334309387"
"641","-8.0119267869","-8.0119267869","-8.0119267869"
"642","-8.0038128948","-8.0038128948","-8.0038128948"
"643","-8.0032961607","-8.0032961607","-8.0032961607"
"644","-8.0248710895","-8.0248710895","-8.0248710895"
"645","-8.036731267","-8.036731267","-8.036731267"
"646","-8.0357367921","-8.0357367921","-8.0357367921"
"647","-8.040558753","-8.040558753","-8.040558753"
"648","-8.0386414075","-8.0386414075","-8.0386414075"
"649","-8.0661001897","-8.0661001897","-8.0661001897"
"650","-8.0511331058","-8.0511331058","-8.0511331058"
"651","-8.0238965559","-8.0238965559","-8.0238965559"
"652","-8.078642993","-8.078642993","-8.078642993"
"653","-8.0465632272","-8.0465632272","-8.0465632272"
"654","-8.0459910941","-8.0459910941","-8.0459910941"
"655","-8.0477817988","-8.0477817988","-8.0477817988"
"656","-8.0206427574","-8.0206427574","-8.0206427574"
"657","-8.0544276214","-8.0544276214","-8.0544276214"
"658","-8.0388159966","-8.0388159966","-8.0388159966"
"659","-8.0230272341","-8.0230272341","-8.0230272341"
"660","-8.0381426907","-8.0381426907","-8.0381426907"
"661","-8.0280449939","-8.0280449939","-8.0280449939"
"662","-8.047045691","-8.047045691","-8.047045691"
"663","-8.0336438227","-8.0336438227","-8.0336438227"
"664","-8.043594985","-8.043594985","-8.043594985"
"665","-8.0377647305","-8.0377647305","-8.0377647305"
"666","-8.0451453757","-8.0451453757","-8.0451453757"
"667","-8.0375953078","-8.0375953078","-8.0375953078"
"668","-8.0691391349","-8.0691391349","-8.0691391349"
"669","-8.0618357849","-8.0618357849","-8.0618357849"
"670","-8.0624221468","-8.0624221468","-8.0624221468"
"671","-8.0528183508","-8.0528183508","-8.0528183508"
"672","-8.086159811","-8.086159811","-8.086159811"
"673","-8.0453705478","-8.0453705478","-8.0453705478"
"674","-8.0514856744","-8.0514856744","-8.0514856744"
"675","-8.0787776041","-8.0787776041","-8.0787776041"
"676","-8.0930755901","-8.0930755901","-8.0930755901"
"677","-8.1515910912","-8.1515910912","-8.1515910912"
"678","-8.1593332148","-8.1593332148","-8.1593332148"
"679","-8.1468484974","-8.1468484974","-8.1468484974"
"680","-8.1232933211","-8.1232933211","-8.1232933211"
"681","-8.1298038054","-8.1298038054","-8.1298038054"
"682","-8.1416175866","-8.1416175866","-8.1416175866"
"683","-8.1817935061","-8.1817935061","-8.1817935061"
"684","-8.1692115235","-8.1692115235","-8.1692115235"
"685","-8.1691076922","-8.1691076922","-8.1691076922"
"686","-8.1906630111","-8.1906630111","-8.1906630111"
"687","-8.2339674377","-8.2339674377","-8.2339674377"
"688","-8.2191417241","-8.2191417241","-8.2191417241"
"689","-8.2136856246","-8.2136856246","-8.2136856246"
"690","-8.2230789757","-8.2230789757","-8.2230789757"
"691","-8.2580287838","-8.2580287838","-8.2580287838"
"692","-8.258786087","-8.258786087","-8.258786087"
"693","-8.2714720225","-8.2714720225","-8.2714720225"
"694","-8.260804112","-8.260804112","-8.260804112"
"695","-8.2825361538","-8.2825361538","-8.2825361538"
"696","-8.3176661944","-8.3176661944","-8.3176661944"
"697","-8.316677866","-8.316677866","-8.316677866"
"698","-8.3750414014","-8.3750414014","-8.3750414014"
"699","-8.3539177108","-8.3539177108","-8.3539177108"
"700","-8.3912788916","-8.3912788916","-8.3912788916"
"701","-8.3886371851","-8.3886371851","-8.3886371851"
"702","-8.3727995682","-8.3727995682","-8.3727995682"
"703","-8.4048917198","-8.4048917198","-8.4048917198"
"704","-8.4037492418","-8.4037492418","-8.4037492418"
"705","-8.4213420868","-8.4213420868","-8.4213420868"
"706","-8.448358326","-8.448358326","-8.448358326"
"707","-8.4615533805","-8.4615533805","-8.4615533805"
"708","-8.4733532381","-8.4733532381","-8.4733532381"
"709","-8.4541466188","-8.4541466188","-8.4541466188"
"710","-8.5074121141","-8.5074121141","-8.5074121141"
"711","-8.4939237237","-8.4939237237","-8.4939237237"
"712","-8.5024276161","-8.5024276161","-8.5024276161"
"713","-8.5245735335","-8.5245735335","-8.5245735335"
"714","-8.5350053239","-8.5350053239","-8.5350053239"
"715","-8.5317242551","-8.5317242551","-8.5317242551"
"716","-8.5644664192","-8.5644664192","-8.5644664192"
"717","-8.5629735899","-8.5629735899","-8.5629735899"
"718","-8.5697582293","-8.5697582293","-8.5697582293"
"719","-8.5817324567","-8.5817324567","-8.5817324567"
"720","-8.5797657824","-8.5797657824","-8.5797657824"
"721","-8.5808188963","-8.5808188963","-8.5808188963"
"722","-8.5932179356","-8.5932179356","-8.5932179356"
"723","-8.6265535736","-8.6265535736","-8.6265535736"
"724","-8.6570605564","-8.6570605564","-8.6570605564"
"725","-8.6999687815","-8.6999687815","-8.6999687815"
"726","-8.6903649235","-8.6903649235","-8.6903649235"
"727","-8.7463101959","-8.7463101959","-8.7463101959"
"728","-8.7085263014","-8.7085263014","-8.7085263014"
"729","-8.7191121101","-8.7191121101","-8.7191121101"
"730","-8.6994228816","-8.6994228816","-8.6994228816"
"731","-8.759058547","-8.759058547","-8.759058547"
"732","-8.7581981039","-8.7581981039","-8.7581981039"
"733","-8.7700671053","-8.7700671053","-8.7700671053"
"734","-8.8209093618","-8.8209093618","-8.8209093618"
"735","-8.8212233305","-8.8212233305","-8.8212233305"
"736","-8.811539731","-8.811539731","-8.811539731"
"737","-8.8655899715","-8.8655899715","-8.8655899715"
"738","-8.8848690796","-8.8848690796","-8.8848690796"
"739","-8.8463217115","-8.8463217115","-8.8463217115"
"740","-8.8935307503","-8.8935307503","-8.8935307503"
"741","-8.8903232193","-8.8903232193","-8.8903232193"
"742","-8.8787561965","-8.8787561965","-8.8787561965"
"743","-8.9464355707","-8.9464355707","-8.9464355707"
"744","-8.9321168041","-8.9321168041","-8.9321168041"
"745","-8.9405169106","-8.9405169106","-8.9405169106"
"746","-8.9658276033","-8.9658276033","-8.9658276033"
"747","-8.9382613516","-8.9382613516","-8.9382613516"
"748","-8.9497779417","-8.9497779417","-8.9497779417"
"749","-8.9679290247","-8.9679290247","-8.9679290247"
"750","-8.9798206329","-8.9798206329","-8.9798206329"
"751","-8.9903073692","-8.9903073692","-8.9903073692"
"752","-9.0126537704","-9.0126537704","-9.0126537704"
"753","-9.014188509","-9.014188509","-9.014188509"
"754","-9.0015884209","-9.0015884209","-9.0015884209"
"755","-9.0232252312","-9.0232252312","-9.0232252312"
"756","-9.0308190632","-9.0308190632","-9.0308190632"
"757","-9.0364473772","-9.0364473772","-9.0364473772"
"758","-9.043403492","-9.043403492","-9.043403492"
"759","-9.0547342873","-9.0547342873","-9.0547342873"
"760","-9.0714561558","-9.0714561558","-9.0714561558"
"761","-9.0844193029","-9.0844193029","-9.0844193029"
"762","-9.0472777176","-9.0472777176","-9.0472777176"
"763","-9.0820470095","-9.0820470095","-9.0820470095"
"764","-9.0818533087","-9.0818533087","-9.0818533087"
"765","-9.0963691449","-9.0963691449","-9.0963691449"
"766","-9.1223311186","-9.1223311186","-9.1223311186"
"767","-9.0917216253","-9.0917216253","-9.0917216253"
"768","-9.1360292864","-9.1360292864","-9.1360292864"
"769","-9.1199857473","-9.1199857473","-9.1199857473"
"770","-9.128499074","-9.128499074","-9.128499074"
"771","-9.1568489027","-9.1568489027","-9.1568489027"
"772","-9.1890278244","-9.1890278244","-9.1890278244"
"773","-9.1529130936","-9.1529130936","-9.1529130936"
"774","-9.2038366985","-9.2038366985","-9.2038366985"
"775","-9.1852506399","-9.1852506399","-9.1852506399"
"776","-9.1821056604","-9.1821056604","-9.1821056604"
"777","-9.2356846046","-9.2356846046","-9.2356846046"
"778","-9.2105296516","-9.2105296516","-9.2105296516"
"779","-9.2147661877","-9.2147661877","-9.2147661877"
"780","-9.2371947145","-9.2371947145","-9.2371947145"
"781","-9.2567951536","-9.2567951536","-9.2567951536"
"782","-9.251626935","-9.251626935","-9.251626935"
"783","-9.3016127443","-9.3016127443","-9.3016127443"
"784","-9.322890563","-9.322890563","-9.322890563"
"785","-9.3158129358","-9.3158129358","-9.3158129358"
"786","-9.3249580669","-9.3249580669","-9.3249580669"
"787","-9.3313099766","-9.3313099766","-9.3313099766"
"788","-9.3200937128","-9.3200937128","-9.3200937128"
"789","-9.3608124352","-9.3608124352","-9.3608124352"
"790","-9.3664921904","-9.3664921904","-9.3664921904"
"791","-9.3833441496","-9.3833441496","-9.3833441496"
"792","-9.4091477776","-9.4091477776","-9.4091477776"
"793","-9.4371825838","-9.4371825838","-9.4371825838"
"794","-9.4241772747","-9.4241772747","-9.4241772747"
"795","-9.4143552637","-9.4143552637","-9.4143552637"
"796","-9.4349012136","-9.4349012136","-9.4349012136"
"797","-9.4506969166","-9.4506969166","-9.4506969166"
"798","-9.4470059156","-9.4470059156","-9.4470059156"
"799","-9.4831469345","-9.4831469345","-9.4831469345"
"800","-9.4850491333","-9.4850491333","-9.4850491333"
"801","-9.4958573151","-9.4958573151","-9.4958573151"
"802","-9.5102110672","-9.5102110672","-9.5102110672"
"803","-9.5248590755","-9.5248590755","-9.5248590755"
"804","-9.5056421757","-9.5056421757","-9.5056421757"
"805","-9.5645935678","-9.5645935678","-9.5645935678"
"806","-9.5304263973","-9.5304263973","-9.5304263973"
"807","-9.5987487411","-9.5987487411","-9.5987487411"
"808","-9.5747737026","-9.5747737026","-9.5747737026"
"809","-9.6041271734","-9.6041271734","-9.6041271734"
"810","-9.6062839794","-9.6062839794","-9.6062839794"
"811","-9.5866428041","-9.5866428041","-9.5866428041"
"812","-9.6119555426","-9.6119555426","-9.6119555426"
"813","-9.6182447672","-9.6182447672","-9.6182447672"
"814","-9.5730436897","-9.5730436897","-9.5730436897"
"815","-9.6338612318","-9.6338612318","-9.6338612318"
"816","-9.6295393515","-9.6295393515","-9.6295393515"
"817","-9.6337946987","-9.6337946987","-9.6337946987"
"818","-9.6559541035","-9.6559541035","-9.6559541035"
"819","-9.711876626","-9.711876626","-9.711876626"
"820","-9.7139648438","-9.7139648438","-9.7139648438"
"821","-9.7345882654","-9.7345882654","-9.7345882654"
"822","-9.7026949358","-9.7026949358","-9.7026949358"
"823","-9.7133504677","-9.7133504677","-9.7133504677"
"824","-9.7502505016","-9.7502505016","-9.7502505016"
"825","-9.7478577852","-9.7478577852","-9.7478577852"
"826","-9.7345884466","-9.7345884466","-9.7345884466"
"827","-9.7621793318","-9.7621793318","-9.7621793318"
"828","-9.7374388552","-9.7374388552","-9.7374388552"
"829","-9.7821094513","-9.7821094513","-9.7821094513"
"830","-9.8025577927","-9.8025577927","-9.8025577927"
"831","-9.8196829414","-9.8196829414","-9.8196829414"
"832","-9.8312642097","-9.8312642097","-9.8312642097"
"833","-9.8331369638","-9.8331369638","-9.8331369638"
"834","-9.8537437391","-9.8537437391","-9.8537437391"
"835","-9.8633583164","-9.8633583164","-9.8633583164"
"836","-9.8544399595","-9.8544399595","-9.8544399595"
"837","-9.9087684393","-9.9087684393","-9.9087684393"
"838","-9.916541748","-9.916541748","-9.916541748"
"839","-9.919282093","-9.919282093","-9.919282093"
"840","-9.9190859079","-9.9190859079","-9.9190859079"
"841","-9.9314881563","-9.9314881563","-9.9314881563"
"842","-9.9094927406","-9.9094927406","-9.9094927406"
"843","-9.9478091383","-9.9478091383","-9.9478091383"
"844","-9.9553000879","-9.9553000879","-9.9553000879"
"845","-9.9979537296","-9.9979537296","-9.9979537296"
"846","-9.9725312853","-9.9725312853","-9.9725312853"
"847","-9.9692615461","-9.9692615461","-9.9692615461"
"848","-9.9682569027","-9.9682569027","-9.9682569027"
"849","-10.0292285728","-10.0292285728","-10.0292285728"
"850","-9.9929929686","-9.9929929686","-9.9929929686"
"851","-10.0095355511","-10.0095355511","-10.0095355511"
"852","-10.0292114973","-10.0292114973","-10.0292114973"
"853","-10.0506479979","-10.0506479979","-10.0506479979"
"854","-10.0734254837","-10.0734254837","-10.0734254837"
"855","-10.0601912451","-10.0601912451","-10.0601912451"
"856","-10.1023576164","-10.1023576164","-10.1023576164"
"857","-10.0661914349","-10.0661914349","-10.0661914349"
"858","-10.1331500053","-10.1331500053","-10.1331500053"
"859","-10.150832696","-10.150832696","-10.150832696"
"860","-10.1565018415","-10.1565018415","-10.1565018415"
"861","-10.1534716845","-10.1534716845","-10.1534716845"
"862","-10.1547659731","-10.1547659731","-10.1547659731"
"863","-10.1931978035","-10.1931978035","-10.1931978035"
"864","-10.162569952","-10.162569952","-10.162569952"
"865","-10.204557848","-10.204557848","-10.204557848"
"866","-10.2062778282","-10.2062778282","-10.2062778282"
"867","-10.2383993816","-10.2383993816","-10.2383993816"
"868","-10.2505629921","-10.2505629921","-10.2505629921"
"869","-10.2269262791","-10.2269262791","-10.2269262791"
"870","-10.2561285973","-10.2561285973","-10.2561285973"
"871","-10.2825202322","-10.2825202322","-10.2825202322"
"872","-10.2511637163","-10.2511637163","-10.2511637163"
"873","-10.2787528896","-10.2787528896","-10.2787528896"
"874","-10.3073050976","-10.3073050976","-10.3073050976"
"875","-10.3546188545","-10.3546188545","-10.3546188545"
"876","-10.3454536581","-10.3454536581","-10.3454536581"
"877","-10.3214105368","-10.3214105368","-10.3214105368"
"878","-10.3561792803","-10.3561792803","-10.3561792803"
"879","-10.3865633297","-10.3865633297","-10.3865633297"
"880","-10.3830956697","-10.3830956697","-10.3830956697"
"881","-10.3561160326","-10.3561160326","-10.3561160326"
"882","-10.3937310839","-10.3937310839","-10.3937310839"
"883","-10.4617872429","-10.4617872429","-10.4617872429"
"884","-10.4290111828","-10.4290111828","-10.4290111828"
"885","-10.4511298466","-10.4511298466","-10.4511298466"
"886","-10.4489223957","-10.4489223957","-10.4489223957"
"887","-10.5022233486","-10.5022233486","-10.5022233486"
"888","-10.4967817593","-10.4967817593","-10.4967817593"
"889","-10.51519104","-10.51519104","-10.51519104"
"890","-10.524309926","-10.524309926","-10.524309926"
"891","-10.5298340607","-10.5298340607","-10.5298340607"
"892","-10.5076534462","-10.5076534462","-10.5076534462"
"893","-10.5401229143","-10.5401229143","-10.5401229143"
"894","-10.5698303223","-10.5698303223","-10.5698303223"
"895","-10.5716351795","-10.5716351795","-10.5716351795"
"896","-10.556237874","-10.556237874","-10.556237874"
"897","-10.6060103416","-10.6060103416","-10.6060103416"
"898","-10.5816014814","-10.5816014814","-10.5816014814"
"899","-10.5595068884","-10.5595068884","-10.5595068884"
"900","-10.6418601894","-10.6418601894","-10.6418601894"
"901","-10.5929361105","-10.5929361105","-10.5929361105"
"902","-10.6616401625","-10.6616401625","-10.6616401625"
"903","-10.647380619","-10.647380619","-10.647380619"
"904","-10.593004384","-10.593004384","-10.593004384"
"905","-10.6525432968","-10.6525432968","-10.6525432968"
"906","-10.6427856493","-10.6427856493","-10.6427856493"
"907","-10.6783064413","-10.6783064413","-10.6783064413"
"908","-10.6767303705","-10.6767303705","-10.6767303705"
"909","-10.6673628521","-10.6673628521","-10.6673628521"
"910","-10.6651641798","-10.6651641798","-10.6651641798"
"911","-10.6644711828","-10.6644711828","-10.6644711828"
"912","-10.6820837498","-10.6820837498","-10.6820837498"
"913","-10.6843944597","-10.6843944597","-10.6843944597"
"914","-10.7313736677","-10.7313736677","-10.7313736677"
"915","-10.7211714506","-10.7211714506","-10.7211714506"
"916","-10.7284162235","-10.7284162235","-10.7284162235"
"917","-10.7440508938","-10.7440508938","-10.7440508938"
"918","-10.7944637442","-10.7944637442","-10.7944637442"
"919","-10.7796069574","-10.7796069574","-10.7796069574"
"920","-10.7738157558","-10.7738157558","-10.7738157558"
"921","-10.7807717085","-10.7807717085","-10.7807717085"
"922","-10.7882399511","-10.7882399511","-10.7882399511"
"923","-10.847849946","-10.847849946","-10.847849946"
"924","-10.8068957996","-10.8068957996","-10.8068957996"
"925","-10.8735181332","-10.8735181332","-10.8735181332"
"926","-10.8460673857","-10.8460673857","-10.8460673857"
"927","-10.8647074413","-10.8647074413","-10.8647074413"
"928","-10.895286293","-10.895286293","-10.895286293"
"929","-10.8872927427","-10.8872927427","-10.8872927427"
"930","-10.9152589893","-10.9152589893","-10.9152589893"
"931","-10.9293947697","-10.9293947697","-10.9293947697"
"932","-10.944186945","-10.944186945","-10.944186945"
"933","-10.9477645493","-10.9477645493","-10.9477645493"
"934","-10.9718888092","-10.9718888092","-10.9718888092"
"935","-10.9697915506","-10.9697915506","-10.9697915506"
"936","-10.9451585484","-10.9451585484","-10.9451585484"
"937","-10.9513606262","-10.9513606262","-10.9513606262"
"938","-11.0054118395","-11.0054118395","-11.0054118395"
"939","-11.0090304184","-11.0090304184","-11.0090304184"
"940","-11.11668046","-11.11668046","-11.11668046"
"941","-11.0972352695","-11.0972352695","-11.0972352695"
"942","-11.0903909445","-11.0903909445","-11.0903909445"
"943","-11.1271579933","-11.1271579933","-11.1271579933"
"944","-11.1484836864","-11.1484836864","-11.1484836864"
"945","-11.1147765732","-11.1147765732","-11.1147765732"
"946","-11.1464012384","-11.1464012384","-11.1464012384"
"947","-11.1535823298","-11.1535823298","-11.1535823298"
"948","-11.161802268","-11.161802268","-11.161802268"
"949","-11.2308543968","-11.2308543968","-11.2308543968"
"950","-11.1677617502","-11.1677617502","-11.1677617502"
"951","-11.2103163147","-11.2103163147","-11.2103163147"
"952","-11.2092613935","-11.2092613935","-11.2092613935"
"953","-11.2548855543","-11.2548855543","-11.2548855543"
"954","-11.2522520828","-11.2522520828","-11.2522520828"
"955","-11.2437579679","-11.2437579679","-11.2437579679"
"956","-11.3072697401","-11.3072697401","-11.3072697401"
"957","-11.282336359","-11.282336359","-11.282336359"
"958","-11.3433538246","-11.3433538246","-11.3433538246"
"959","-11.310369029","-11.310369029","-11.310369029"
"960","-11.3408633661","-11.3408633661","-11.3408633661"
"961","-11.3500356579","-11.3500356579","-11.3500356579"
"962","-11.371012845","-11.371012845","-11.371012845"
"963","-11.3310377598","-11.3310377598","-11.3310377598"
"964","-11.3425996161","-11.3425996161","-11.3425996161"
"965","-11.4104213667","-11.4104213667","-11.4104213667"
"966","-11.353515892","-11.353515892","-11.353515892"
"967","-11.4270233774","-11.4270233774","-11.4270233774"
"968","-11.4092105913","-11.4092105913","-11.4092105913"
"969","-11.4159571648","-11.4159571648","-11.4159571648"
"970","-11.461220994","-11.461220994","-11.461220994"
"971","-11.4650949097","-11.4650949097","-11.4650949097"
"972","-11.4884090519","-11.4884090519","-11.4884090519"
"973","-11.4652821684","-11.4652821684","-11.4652821684"
"974","-11.4983365822","-11.4983365822","-11.4983365822"
"975","-11.4802815247","-11.4802815247","-11.4802815247"
"976","-11.47932096","-11.47932096","-11.47932096"
"977","-11.4625032139","-11.4625032139","-11.4625032139"
"978","-11.4785010242","-11.4785010242","-11.4785010242"
"979","-11.4867559958","-11.4867559958","-11.4867559958"
"980","-11.5094267511","-11.5094267511","-11.5094267511"
"981","-11.50250072","-11.50250072","-11.50250072"
"982","-11.558657856","-11.558657856","-11.558657856"
"983","-11.57874331","-11.57874331","-11.57874331"
"984","-11.5831725597","-11.5831725597","-11.5831725597"
"985","-11.6279045725","-11.6279045725","-11.6279045725"
