,idle_time,round_time,return_train,episode_length_train,_runtime,return_test,training_step_duration,loss_critic,memory_len,loss_actor,sampling_duration,_timestamp,episode_length_test,_step
429,0.0,8.5573711395,0.2299999949,95,8336.78257894516,0,0.0241887641,2.5983729658,125025,-2.8548043066,0.0185004449,1716599230.993633,0,876
430,0.0,9.5497288704,0.4299999904,94,8336.78257894516,0,0.026617583,2.4682009849,125120,-2.889227218,0.0210282898,1716599230.993633,0,877
431,0.0,9.4406735897,0.2299999949,81,8336.783589839935,0,0.0262719905,2.4972505161,125297,-2.9797644979,0.0208263004,1716599230.994644,0,878
432,0.0,9.5961756706,0.2299999949,81,8336.783589839935,0,0.0263859761,2.6475463264,125297,-2.8600187373,0.0215216291,1716599230.994644,0,879
433,0.0,8.9842767715,0.0,81,8336.785588979721,0,0.0252320397,2.475877977,125943,-3.0026389056,0.0195967388,1716599230.996643,0,882
434,0.0,8.6849279404,0.3299999926,87,8336.785588979721,0,0.0244123662,2.2106368238,126031,-2.9551520735,0.0188559556,1716599230.996643,0,883
435,0.0,9.5275309086,0.0,81,8336.786587715149,0,0.026762569,2.5389158466,126532,-2.7542924434,0.0207554591,1716599230.9976418,0,887
436,0.0,8.6988902092,0.359999992,81,8336.788096189499,0,0.0243821657,2.5699396841,126614,-2.7474865395,0.0190196025,1716599230.9991503,0,888
437,0.0,9.0813062191,0.0099999998,81,8336.788096189499,0,0.0255062532,2.4062994748,126696,-2.8356674957,0.019797591,1716599230.9991503,0,889
438,0.0,8.8895730972,0.0,81,8336.788096189499,0,0.0250214016,2.0428323194,126860,-2.8097228235,0.0193263662,1716599230.9991503,0,890
439,0.0,9.0581803322,0.0199999996,81,8336.7891061306,0,0.0251675212,2.1712703516,127116,-2.7130425674,0.0200257504,1716599231.0001602,0,892
440,0.0,9.9904634953,0.1299999971,85,8336.790105581284,0,0.0243642592,2.6331541856,127202,-2.6427438858,0.0255051374,1716599231.0011597,0,893
441,0.0,10.4481291771,0.0,81,8336.790105581284,0,0.0253253686,2.1500034018,127284,-2.7356745023,0.0268275166,1716599231.0011597,0,894
