"Step","PPO_short_test_track_LIDAR - loss_critic","PPO_short_test_track_LIDAR - loss_critic__MIN","PPO_short_test_track_LIDAR - loss_critic__MAX"
"212","0.0567939542","0.0567939542","0.0567939542"
"213","0.0487637252","0.0487637252","0.0487637252"
"214","0.0420593594","0.0420593594","0.0420593594"
"215","0.0435977157","0.0435977157","0.0435977157"
"216","0.0465222449","0.0465222449","0.0465222449"
"217","0.0412074272","0.0412074272","0.0412074272"
"218","0.0540940135","0.0540940135","0.0540940135"
"219","0.0661794286","0.0661794286","0.0661794286"
"220","0.072005743","0.072005743","0.072005743"
"221","0.0684670101","0.0684670101","0.0684670101"
"222","0.0557568787","0.0557568787","0.0557568787"
"223","0.0584218023","0.0584218023","0.0584218023"
"224","0.0443466153","0.0443466153","0.0443466153"
"225","0.0432898459","0.0432898459","0.0432898459"
"226","0.0507531749","0.0507531749","0.0507531749"
"227","0.0384421145","0.0384421145","0.0384421145"
"228","0.042979935","0.042979935","0.042979935"
"229","0.0344480591","0.0344480591","0.0344480591"
"230","0.0340056588","0.0340056588","0.0340056588"
"231","0.0371498422","0.0371498422","0.0371498422"
"232","0.0307803087","0.0307803087","0.0307803087"
"233","0.0336228982","0.0336228982","0.0336228982"
"234","0.0381629548","0.0381629548","0.0381629548"
"235","0.0391861579","0.0391861579","0.0391861579"
"236","0.0433857007","0.0433857007","0.0433857007"
"237","0.0620999886","0.0620999886","0.0620999886"
"238","0.0381476028","0.0381476028","0.0381476028"
"239","0.0306360529","0.0306360529","0.0306360529"
"240","0.0328283816","0.0328283816","0.0328283816"
"241","0.0346022994","0.0346022994","0.0346022994"
"242","0.0454329984","0.0454329984","0.0454329984"
"243","0.0533712832","0.0533712832","0.0533712832"
"244","0.0317182356","0.0317182356","0.0317182356"
"245","0.0289156174","0.0289156174","0.0289156174"
"246","0.0345842535","0.0345842535","0.0345842535"
"247","0.0362409548","0.0362409548","0.0362409548"
"248","0.0374230978","0.0374230978","0.0374230978"
"249","0.0303239536","0.0303239536","0.0303239536"
"250","0.0336337832","0.0336337832","0.0336337832"
"251","0.0332495061","0.0332495061","0.0332495061"
"252","0.0439814401","0.0439814401","0.0439814401"
"253","0.0424491921","0.0424491921","0.0424491921"
"254","0.033796327","0.033796327","0.033796327"
"255","0.0246342512","0.0246342512","0.0246342512"
"256","0.0334214384","0.0334214384","0.0334214384"
"257","0.0333586647","0.0333586647","0.0333586647"
"258","0.0293718302","0.0293718302","0.0293718302"
"259","0.0293728007","0.0293728007","0.0293728007"
"260","0.0318641138","0.0318641138","0.0318641138"
"261","0.0289731572","0.0289731572","0.0289731572"
"262","0.0279226597","0.0279226597","0.0279226597"
"263","0.0260217895","0.0260217895","0.0260217895"
"264","0.0254749568","0.0254749568","0.0254749568"
"265","0.0274699533","0.0274699533","0.0274699533"
"266","0.0299549918","0.0299549918","0.0299549918"
"267","0.0251434185","0.0251434185","0.0251434185"
"268","0.0227534179","0.0227534179","0.0227534179"
"269","0.0264232326","0.0264232326","0.0264232326"
"270","0.0260878627","0.0260878627","0.0260878627"
"271","0.0231637918","0.0231637918","0.0231637918"
"272","0.0236676577","0.0236676577","0.0236676577"
"273","0.0255087181","0.0255087181","0.0255087181"
"274","0.0279404421","0.0279404421","0.0279404421"
"275","0.0229511488","0.0229511488","0.0229511488"
"276","0.0239022922","0.0239022922","0.0239022922"
"277","0.0233008604","0.0233008604","0.0233008604"
"278","0.0279265528","0.0279265528","0.0279265528"
"279","0.0278649204","0.0278649204","0.0278649204"
"280","0.0246056697","0.0246056697","0.0246056697"
"281","0.0202091859","0.0202091859","0.0202091859"
"282","0.0209805092","0.0209805092","0.0209805092"
"283","0.0207766244","0.0207766244","0.0207766244"
"284","0.0195085686","0.0195085686","0.0195085686"
"285","0.0231161972","0.0231161972","0.0231161972"
"286","0.0192507911","0.0192507911","0.0192507911"
"287","0.0203764672","0.0203764672","0.0203764672"
"288","0.0238642993","0.0238642993","0.0238642993"
"289","0.0265618738","0.0265618738","0.0265618738"
"290","0.0200321637","0.0200321637","0.0200321637"
"291","0.0195417833","0.0195417833","0.0195417833"
"292","0.0197612531","0.0197612531","0.0197612531"
"293","0.0204620087","0.0204620087","0.0204620087"
"294","0.0233244107","0.0233244107","0.0233244107"
"295","0.0184140782","0.0184140782","0.0184140782"
"296","0.0184692487","0.0184692487","0.0184692487"
"297","0.020284243","0.020284243","0.020284243"
"298","0.019567994","0.019567994","0.019567994"
"299","0.0187877839","0.0187877839","0.0187877839"
"300","0.0184916982","0.0184916982","0.0184916982"
"301","0.0175284222","0.0175284222","0.0175284222"
"302","0.0174103377","0.0174103377","0.0174103377"
"303","0.0149738776","0.0149738776","0.0149738776"
"304","0.0162488186","0.0162488186","0.0162488186"
"305","0.0186527369","0.0186527369","0.0186527369"
"306","0.0163051864","0.0163051864","0.0163051864"
"307","0.0173892523","0.0173892523","0.0173892523"
"308","0.0159989283","0.0159989283","0.0159989283"
"309","0.01623181","0.01623181","0.01623181"
"310","0.0195914654","0.0195914654","0.0195914654"
"311","0.0158690491","0.0158690491","0.0158690491"
"312","0.013966834","0.013966834","0.013966834"
"313","0.0141109191","0.0141109191","0.0141109191"
"314","0.0149658145","0.0149658145","0.0149658145"
"315","0.0154439104","0.0154439104","0.0154439104"
"316","0.0134659306","0.0134659306","0.0134659306"
"317","0.013283743","0.013283743","0.013283743"
"318","0.0137306665","0.0137306665","0.0137306665"
"319","0.0146389366","0.0146389366","0.0146389366"
"320","0.0157912158","0.0157912158","0.0157912158"
"321","0.0166971244","0.0166971244","0.0166971244"
"322","0.0142237078","0.0142237078","0.0142237078"
"323","0.0196787779","0.0196787779","0.0196787779"
"324","0.0168723045","0.0168723045","0.0168723045"
"325","0.0133201012","0.0133201012","0.0133201012"
"326","0.0126669351","0.0126669351","0.0126669351"
"327","0.0110515387","0.0110515387","0.0110515387"
"328","0.0135915193","0.0135915193","0.0135915193"
"329","0.0131753442","0.0131753442","0.0131753442"
"330","0.0127126684","0.0127126684","0.0127126684"
"331","0.0156663781","0.0156663781","0.0156663781"
"332","0.0113094588","0.0113094588","0.0113094588"
"333","0.013666833","0.013666833","0.013666833"
"334","0.0124886086","0.0124886086","0.0124886086"
"335","0.0126771353","0.0126771353","0.0126771353"
"336","0.0117569867","0.0117569867","0.0117569867"
"337","0.0107862419","0.0107862419","0.0107862419"
"338","0.0112805732","0.0112805732","0.0112805732"
"339","0.0134700976","0.0134700976","0.0134700976"
"340","0.0104729629","0.0104729629","0.0104729629"
"341","0.0109304677","0.0109304677","0.0109304677"
"342","0.0146517592","0.0146517592","0.0146517592"
"343","0.010395527","0.010395527","0.010395527"
"344","0.0112138735","0.0112138735","0.0112138735"
"345","0.0123939507","0.0123939507","0.0123939507"
"346","0.0122733222","0.0122733222","0.0122733222"
"347","0.0113821021","0.0113821021","0.0113821021"
"348","0.0126787354","0.0126787354","0.0126787354"
"349","0.0119894828","0.0119894828","0.0119894828"
"350","0.0117192556","0.0117192556","0.0117192556"
"351","0.0100290856","0.0100290856","0.0100290856"
"352","0.010270443","0.010270443","0.010270443"
"353","0.009922542","0.009922542","0.009922542"
"354","0.0091027657","0.0091027657","0.0091027657"
"355","0.0086636297","0.0086636297","0.0086636297"
"356","0.0101452445","0.0101452445","0.0101452445"
"357","0.0102224998","0.0102224998","0.0102224998"
"358","0.0104440026","0.0104440026","0.0104440026"
"359","0.0105538984","0.0105538984","0.0105538984"
"360","0.009992564","0.009992564","0.009992564"
"361","0.0096735857","0.0096735857","0.0096735857"
"362","0.0113752112","0.0113752112","0.0113752112"
"363","0.0128394224","0.0128394224","0.0128394224"
"364","0.0092272713","0.0092272713","0.0092272713"
"365","0.0090017708","0.0090017708","0.0090017708"
"366","0.0101275733","0.0101275733","0.0101275733"
"367","0.0089175193","0.0089175193","0.0089175193"
"368","0.0087538371","0.0087538371","0.0087538371"
"369","0.0102334466","0.0102334466","0.0102334466"
"370","0.0108564696","0.0108564696","0.0108564696"
"371","0.0093179696","0.0093179696","0.0093179696"
"372","0.0088414206","0.0088414206","0.0088414206"
"373","0.0086469268","0.0086469268","0.0086469268"
"374","0.0096114443","0.0096114443","0.0096114443"
"375","0.0082311089","0.0082311089","0.0082311089"
"376","0.0090209558","0.0090209558","0.0090209558"
"377","0.0100540676","0.0100540676","0.0100540676"
"378","0.0086585313","0.0086585313","0.0086585313"
"379","0.0104364122","0.0104364122","0.0104364122"
"380","0.0096332013","0.0096332013","0.0096332013"
"381","0.0082223415","0.0082223415","0.0082223415"
"382","0.0074378395","0.0074378395","0.0074378395"
"383","0.0082713506","0.0082713506","0.0082713506"
"384","0.0080124669","0.0080124669","0.0080124669"
"385","0.0091412184","0.0091412184","0.0091412184"
"386","0.0090539566","0.0090539566","0.0090539566"
"387","0.0083161079","0.0083161079","0.0083161079"
"388","0.0072284084","0.0072284084","0.0072284084"
"389","0.0074359557","0.0074359557","0.0074359557"
"390","0.0080001431","0.0080001431","0.0080001431"
"391","0.0090954537","0.0090954537","0.0090954537"
"392","0.0085258653","0.0085258653","0.0085258653"
"393","0.0080878752","0.0080878752","0.0080878752"
"394","0.0077529031","0.0077529031","0.0077529031"
"395","0.0080956575","0.0080956575","0.0080956575"
"396","0.0080307721","0.0080307721","0.0080307721"
"397","0.0071698304","0.0071698304","0.0071698304"
"398","0.0085202852","0.0085202852","0.0085202852"
"399","0.0083832718","0.0083832718","0.0083832718"
"400","0.0080487052","0.0080487052","0.0080487052"
"401","0.0071434491","0.0071434491","0.0071434491"
"402","0.007447243","0.007447243","0.007447243"
"403","0.0073840863","0.0073840863","0.0073840863"
"404","0.0086583403","0.0086583403","0.0086583403"
"405","0.0069789039","0.0069789039","0.0069789039"
"406","0.0074417145","0.0074417145","0.0074417145"
"407","0.0069280258","0.0069280258","0.0069280258"
"408","0.0067470154","0.0067470154","0.0067470154"
"409","0.0069931314","0.0069931314","0.0069931314"
"410","0.0067775724","0.0067775724","0.0067775724"
"411","0.0068994092","0.0068994092","0.0068994092"
"412","0.0085495331","0.0085495331","0.0085495331"
"413","0.0072295855","0.0072295855","0.0072295855"
"414","0.0061392321","0.0061392321","0.0061392321"
"415","0.006328747","0.006328747","0.006328747"
"416","0.0058431927","0.0058431927","0.0058431927"
"417","0.0058271875","0.0058271875","0.0058271875"
"418","0.0060399817","0.0060399817","0.0060399817"
"419","0.0058412334","0.0058412334","0.0058412334"
"420","0.0055473078","0.0055473078","0.0055473078"
"421","0.005966646","0.005966646","0.005966646"
"422","0.0065812985","0.0065812985","0.0065812985"
"423","0.0069031923","0.0069031923","0.0069031923"
"424","0.005747117","0.005747117","0.005747117"
"425","0.0059873906","0.0059873906","0.0059873906"
"426","0.0050372849","0.0050372849","0.0050372849"
"427","0.0053927198","0.0053927198","0.0053927198"
"428","0.0059854725","0.0059854725","0.0059854725"
"429","0.0065426589","0.0065426589","0.0065426589"
"430","0.0061537876","0.0061537876","0.0061537876"
"431","0.0051234467","0.0051234467","0.0051234467"
"432","0.0051745434","0.0051745434","0.0051745434"
"433","0.0058855138","0.0058855138","0.0058855138"
"434","0.0058315082","0.0058315082","0.0058315082"
"435","0.0056329469","0.0056329469","0.0056329469"
"436","0.0062456531","0.0062456531","0.0062456531"
"437","0.0053702546","0.0053702546","0.0053702546"
"438","0.006955949","0.006955949","0.006955949"
"439","0.0060285548","0.0060285548","0.0060285548"
"440","0.0049477146","0.0049477146","0.0049477146"
"441","0.0052824734","0.0052824734","0.0052824734"
"442","0.005583544","0.005583544","0.005583544"
"443","0.0045939258","0.0045939258","0.0045939258"
"444","0.0055026735","0.0055026735","0.0055026735"
"445","0.0051427208","0.0051427208","0.0051427208"
"446","0.0053829537","0.0053829537","0.0053829537"
"447","0.0046364173","0.0046364173","0.0046364173"
"448","0.0056042917","0.0056042917","0.0056042917"
"449","0.0057083195","0.0057083195","0.0057083195"
"450","0.0061614447","0.0061614447","0.0061614447"
"451","0.0053243842","0.0053243842","0.0053243842"
"452","0.0055216395","0.0055216395","0.0055216395"
"453","0.0051653469","0.0051653469","0.0051653469"
"454","0.0050194842","0.0050194842","0.0050194842"
"455","0.0048072254","0.0048072254","0.0048072254"
"456","0.0052511091","0.0052511091","0.0052511091"
"457","0.0050421208","0.0050421208","0.0050421208"
"458","0.0049223598","0.0049223598","0.0049223598"
"459","0.0050249465","0.0050249465","0.0050249465"
"460","0.0050266613","0.0050266613","0.0050266613"
"461","0.0045675421","0.0045675421","0.0045675421"
"462","0.0048987736","0.0048987736","0.0048987736"
"463","0.0061009689","0.0061009689","0.0061009689"
"464","0.0044815509","0.0044815509","0.0044815509"
"465","0.0041546979","0.0041546979","0.0041546979"
"466","0.0049580103","0.0049580103","0.0049580103"
"467","0.0047041062","0.0047041062","0.0047041062"
"468","0.0038486372","0.0038486372","0.0038486372"
"469","0.0048670451","0.0048670451","0.0048670451"
"470","0.0044019127","0.0044019127","0.0044019127"
"471","0.0046425137","0.0046425137","0.0046425137"
"472","0.0052094358","0.0052094358","0.0052094358"
"473","0.0041119292","0.0041119292","0.0041119292"
"474","0.0043528552","0.0043528552","0.0043528552"
"475","0.004648882","0.004648882","0.004648882"
"476","0.004246195","0.004246195","0.004246195"
"477","0.004156864","0.004156864","0.004156864"
"478","0.0035433103","0.0035433103","0.0035433103"
"479","0.0039992753","0.0039992753","0.0039992753"
"480","0.0046299837","0.0046299837","0.0046299837"
"481","0.0042910751","0.0042910751","0.0042910751"
"482","0.0043133728","0.0043133728","0.0043133728"
"483","0.0038860509","0.0038860509","0.0038860509"
"484","0.0040375578","0.0040375578","0.0040375578"
"485","0.0044355133","0.0044355133","0.0044355133"
"486","0.0042242722","0.0042242722","0.0042242722"
"487","0.004890204","0.004890204","0.004890204"
"488","0.0043517661","0.0043517661","0.0043517661"
"489","0.003911436","0.003911436","0.003911436"
"490","0.0042217275","0.0042217275","0.0042217275"
"491","0.0041399788","0.0041399788","0.0041399788"
"492","0.0039662467","0.0039662467","0.0039662467"
"493","0.0045148301","0.0045148301","0.0045148301"
"494","0.0040609705","0.0040609705","0.0040609705"
"495","0.0041221166","0.0041221166","0.0041221166"
"496","0.0039384729","0.0039384729","0.0039384729"
"497","0.0038357227","0.0038357227","0.0038357227"
"498","0.0046344009","0.0046344009","0.0046344009"
"499","0.0047809313","0.0047809313","0.0047809313"
"500","0.0044851195","0.0044851195","0.0044851195"
"501","0.004106475","0.004106475","0.004106475"
"502","0.0044544427","0.0044544427","0.0044544427"
"503","0.0040607618","0.0040607618","0.0040607618"
"504","0.0039711549","0.0039711549","0.0039711549"
"505","0.0034980063","0.0034980063","0.0034980063"
"506","0.0036316999","0.0036316999","0.0036316999"
"507","0.0041062479","0.0041062479","0.0041062479"
"508","0.0038876231","0.0038876231","0.0038876231"
"509","0.0040951688","0.0040951688","0.0040951688"
"510","0.0040511164","0.0040511164","0.0040511164"
"511","0.003506703","0.003506703","0.003506703"
"512","0.0042414035","0.0042414035","0.0042414035"
"513","0.0038700157","0.0038700157","0.0038700157"
"514","0.0034354235","0.0034354235","0.0034354235"
"515","0.0041564354","0.0041564354","0.0041564354"
"516","0.0044073957","0.0044073957","0.0044073957"
"517","0.0035399617","0.0035399617","0.0035399617"
"518","0.0036955333","0.0036955333","0.0036955333"
"519","0.0031408455","0.0031408455","0.0031408455"
"520","0.0030789644","0.0030789644","0.0030789644"
"521","0.0036130602","0.0036130602","0.0036130602"
"522","0.0039170878","0.0039170878","0.0039170878"
"523","0.0038352285","0.0038352285","0.0038352285"
"524","0.003425342","0.003425342","0.003425342"
"525","0.0031273491","0.0031273491","0.0031273491"
"526","0.0037587374","0.0037587374","0.0037587374"
"527","0.0039248098","0.0039248098","0.0039248098"
"528","0.0036440077","0.0036440077","0.0036440077"
"529","0.0036341778","0.0036341778","0.0036341778"
"530","0.003398102","0.003398102","0.003398102"
"531","0.0039598886","0.0039598886","0.0039598886"
"532","0.0036581974","0.0036581974","0.0036581974"
"533","0.0043406312","0.0043406312","0.0043406312"
"534","0.0039340882","0.0039340882","0.0039340882"
"535","0.0035675976","0.0035675976","0.0035675976"
"536","0.0036835297","0.0036835297","0.0036835297"
"537","0.0035268213","0.0035268213","0.0035268213"
"538","0.0034784596","0.0034784596","0.0034784596"
"539","0.003553258","0.003553258","0.003553258"
"540","0.0033027428","0.0033027428","0.0033027428"
"541","0.0037444388","0.0037444388","0.0037444388"
"542","0.0041474099","0.0041474099","0.0041474099"
"543","0.0036148362","0.0036148362","0.0036148362"
"544","0.003018253","0.003018253","0.003018253"
"545","0.0032299508","0.0032299508","0.0032299508"
"546","0.0035589541","0.0035589541","0.0035589541"
"547","0.0036933654","0.0036933654","0.0036933654"
"548","0.0035879872","0.0035879872","0.0035879872"
"549","0.0042099512","0.0042099512","0.0042099512"
"550","0.0040342","0.0040342","0.0040342"
"551","0.00318689","0.00318689","0.00318689"
"552","0.003264785","0.003264785","0.003264785"
"553","0.0027295508","0.0027295508","0.0027295508"
"554","0.0030736569","0.0030736569","0.0030736569"
"555","0.0039525371","0.0039525371","0.0039525371"
"556","0.003058553","0.003058553","0.003058553"
"557","0.0032785327","0.0032785327","0.0032785327"
"558","0.0036734866","0.0036734866","0.0036734866"
